ENTITY_CD,SCHOOL_NAME,YEAR,DISTRICT_CD,DISTRICT_NAME,CSO_NAME,STREET,CITY,PHONE,GRADE_RANGE,NUM_TEACH,NUM_NO_VALID_CERT,PER_NO_VALID_CERT,NUM_TEACH_OUT_CERT,PER_TEACH_OUT_CERT,NUM_FEWER_3YRS_EXP,PER_FEWER_3YRS_EXP,NUM_MAS_PLUS,PER_MAS_PLUS,NUM_CORE,PER_NOT_HQ,NUM_CLASS,NUM_NO_APPROP_CERT,PER_NO_APPROP_CERT,PER_TURN_FIVE_YRS,PER_TURN_ALL,NUM_FT_OTH_PROF_STAFF,NUM_PT_OTH_PROF_STAFF,NUM_FT_PARAPROFESSIONALS,NUM_PT_PARAPROFESSIONALS,NUM_FT_ASST_PRINCIPALS,NUM_PT_ASST_PRINCIPALS,NUM_FT_PRINCIPALS,NUM_PT_PRINCIPALS
331500010118,MAURICE SENDAK COMMUNITY SCHOOL (THE),2014,33150001,NYC GEOG DIST 15,W ELIZABET GARRAWAY,211 8TH ST,BROOKLYN,,PK-K,7,0,0,0,0,5,71,1,14,11,0,15,0,0,,,0,0,0,0,0,0,1,0
331400860930,ETHICAL COMMUNITY CHARTER SCHOOL (THE),2015,,,ANNETTE KEANE,700 PARK AVE-3RD FL,BROOKLYN,7185992176,K-5,28,10,36,10,36,8,29,2,7,39,23,41,10,24,75,80,8,0,0,0,1,0,1,0
331400860945,NORTHSIDE CHARTER HIGH SCHOOL,2015,,,SUZANNE CURRAN,424 LEONARD ST-4TH FL,BROOKLYN,3473901273,9-12,35,2,6,2,6,14,40,4,11,108,8,130,9,7,19,29,17,0,0,0,1,0,1,0
331400861007,SUCCESS ACADEMY CHARTER SCHOOL-BEDFORD STUYVESANT 1,2015,,,JAVERIA KHAN,70 TOMPKINS AVE-2ND FL,BROOKLYN,7186353295,"K-4, UE",26,4,15,4,15,14,54,0,0,49,0,60,18,30,29,36,7,0,0,0,2,0,1,0
331500010124,PS 124 SILAS B DUTCHER,2014,33150001,NYC GEOG DIST 15,ANNABELLE MARTINEZ,515 4TH AVE,BROOKLYN,7187880246,"PK-5, UE",23,0,0,1,4,0,0,15,65,50,0,60,3,5,0,4,3,0,0,0,0,0,1,0
331500010130,PS 130 THE PARKSIDE,2014,33150001,NYC GEOG DIST 15,MARIA NUNZIATA,70 OCEAN PKWY,BROOKLYN,7186861940,"PK-5, UE",40,0,0,0,0,5,13,14,35,43,0,75,0,0,0,17,7,1,0,0,1,0,1,0
331500010131,PS 131,2014,33150001,NYC GEOG DIST 15,RUTH QUILES,4305 FT HAMILTON PKWY,BROOKLYN,7186861457,"PK-5, UE",66,0,0,2,3,7,11,31,47,67,0,136,12,9,0,13,7,0,0,0,2,0,1,0
331400861021,BEGINNING WITH CHILDREN CHARTER SCHOOL II,2015,,,ESOSA OGBAHON,215 HEYWARD ST,BROOKLYN,7183027700,K-3,19,3,16,3,16,3,16,1,5,16,12,23,3,13,0,8,5,0,0,0,4,0,1,0
331400861022,SUCCESS ACADEMY CHARTER SCHOOL-BED STUY 2,2015,,,BETH DAVIS-DILLARD,211 THROOP AVE-3RD FL,BROOKLYN,7187041439,K-4,21,3,14,3,14,11,52,0,0,39,0,56,10,18,45,43,7,0,0,0,3,0,1,0
331500010136,IS 136 CHARLES O DEWEY,2014,33150001,NYC GEOG DIST 15,ERIC SACKLER,4004 4TH AVE,BROOKLYN,7189653333,"6-8, UE, US",41,0,0,6,15,5,12,14,34,102,9,158,22,14,36,15,2,0,0,0,2,0,1,0
331500010146,PS 146,2014,33150001,NYC GEOG DIST 15,ANNA ALLANBROOK,610 HENRY ST,BROOKLYN,7189234750,"PK-5, UE",50,0,0,0,0,3,6,22,44,74,0,98,0,0,22,6,8,0,0,0,1,0,1,0
331400861024,SUCCESS ACADEMY CHARTER SCHOOL-WILLIAMSBURG,2015,,,ABIGAIL JOHNSON,183 S 3RD ST-4TH FL,BROOKLYN,7187041419,K-3,23,3,13,3,13,11,48,2,9,45,0,56,12,21,50,38,6,2,0,0,2,0,1,0
331400861036,CITIZENS OF THE WORLD CHARTER SCHOOL 1,2015,,,MEREDITH CRONK,424 LEONARD ST-3RD FL,BROOKLYN,7183841386,K-2,26,3,12,3,12,11,42,1,4,32,9,35,3,9,17,23,3,0,0,0,0,0,1,0
331400861050,CENTRAL BROOKLYN ASCEND CHARTER SCHOOL,2015,,,MICHELLE FLOWERS,1501 PITKIN AVE-6TH FL,BROOKLYN,9172464800,"K-1, UE",9,1,11,1,11,0,0,0,0,9,11,9,1,11,,,7,0,0,0,2,0,1,0
331500010154,WINDSOR TERRACE SCHOOL (THE),2014,33150001,NYC GEOG DIST 15,ERIC HAVLIK,1625 11TH AVE,BROOKLYN,7187680057,PK-5,33,0,0,1,3,4,12,17,52,36,0,68,2,3,0,13,4,0,0,0,1,0,1,0
331500010169,PS 169 SUNSET PARK,2014,33150001,NYC GEOG DIST 15,JOSEPHINE SANTIAGO,4305 7TH AVE,BROOKLYN,7188533224,K-5,93,0,0,2,2,9,10,39,42,195,3,286,8,3,0,7,12,0,0,0,4,0,1,0
331500010172,PS 172 BEACON SCHOOL OF EXCELLENCE,2014,33150001,NYC GEOG DIST 15,JACK SPATOLA,825 4TH AVE,BROOKLYN,7189654200,"PK-5, UE",44,0,0,3,7,13,30,18,41,85,8,115,7,6,17,25,8,0,0,0,1,0,1,0
331500010000,NEW YORK CITY GEOGRAPHIC DISTRICT #15,2015,33150001,NYC GEOG DIST 15,ANITA SKOP,131 LIVINGSTON AVE-RM 301,BROOKLYN,7189354317,"PK-12, UE, US",2145,9,0,236,11,311,14,864,40,5202,12,7008,872,12,16,16,291,7,0,0,76,0,47,1
331500010001,PS 1 BERGEN (THE),2015,33150001,NYC GEOG DIST 15,ARLENE RAMOS,309 47TH ST,BROOKLYN,7185677661,"K-5, UE",93,0,0,3,3,15,16,37,40,211,7,278,14,5,,,12,1,0,0,3,0,1,0
331500010230,PS 230 DORIS L COHEN,2014,33150001,NYC GEOG DIST 15,SHARON FIDEN,1 ALBEMARLE RD,BROOKLYN,7184376135,"PK-5, UE",94,0,0,0,0,15,16,56,60,254,0,322,0,0,7,9,11,0,0,0,2,0,1,0
331500010261,PS 261 PHILIP LIVINGSTON,2014,33150001,NYC GEOG DIST 15,ZIPPORIAH MILLS,314 PACIFIC ST,BROOKLYN,7183309275,"PK-5, 7, UE",57,0,0,1,2,4,7,23,40,56,2,100,1,1,33,19,11,0,0,0,2,0,1,0
331500010010,"MAGNET SCHOOL OF MATH, SCIENCE & DESIGN TECH",2015,33150001,NYC GEOG DIST 15,LAURA SCOTT,511 7TH AVE,BROOKLYN,7189651190,"K-5, UE",64,0,0,7,11,8,13,32,50,41,12,99,11,11,,,11,0,0,0,2,0,1,0
331500010015,PS 15 PATRICK F DALY,2015,33150001,NYC GEOG DIST 15,PEGGY WYNS-MADISON,71 SULLIVAN ST,BROOKLYN,7183309280,"K-5, UE",46,0,0,0,0,6,13,25,54,111,0,148,0,0,,,9,0,0,0,0,0,1,0
331500010024,PS 24,2015,33150001,NYC GEOG DIST 15,ROSE DUBITSKY,427 38TH ST,BROOKLYN,7188329366,K-5,52,0,0,11,21,7,13,24,46,178,22,234,44,19,,,7,0,0,0,2,0,1,0
331500010295,PS 295,2014,33150001,NYC GEOG DIST 15,LINDA MAZZA,330 18TH ST,BROOKLYN,7189650390,PK-5,36,0,0,3,8,2,6,19,53,62,3,97,2,2,25,21,7,0,0,0,1,0,1,0
331500010321,PS 321 WILLIAM PENN,2014,33150001,NYC GEOG DIST 15,ELIZABETH PHILLIPS,180 7TH AVE,BROOKLYN,7184992412,"K-5, UE",83,0,0,1,1,8,10,41,49,211,0,236,1,0,17,17,12,1,0,0,2,0,1,0
331500010029,PS 29 JOHN M HARRIGAN,2015,33150001,NYC GEOG DIST 15,REBECCA FAGIN,425 HENRY ST,BROOKLYN,7183309277,K-5,49,0,0,0,0,5,10,24,49,47,0,77,1,1,,,6,0,0,0,2,0,1,0
331500010032,PS 32 SAMUELS MILLS SPROLE,2015,33150001,NYC GEOG DIST 15,DEBORAH FLORIO,317 HOYT ST,BROOKLYN,7182226400,K-5,59,0,0,3,5,7,12,25,42,50,14,123,8,7,,,15,1,0,0,1,0,1,0
331500010038,PS 38 PACIFIC (THE),2015,33150001,NYC GEOG DIST 15,YOLANDA RAMIREZ,450 PACIFIC ST,BROOKLYN,7183309305,"K-5, UE",41,0,0,5,12,5,12,15,37,56,14,93,10,11,,,5,0,0,0,1,0,1,0
331500010442,CARROLL GARDENS SCHOOL FOR INNOVATION,2014,33150001,NYC GEOG DIST 15,DEANNA SINITO,317 HOYT ST,BROOKLYN,7183309227,6-8,27,1,4,6,22,10,37,7,26,71,20,112,29,26,20,23,2,0,0,0,1,0,1,0
331500010443,NEW VOICES SCHOOL OF ACADEMIC AND CREATIVE ARTS,2014,33150001,NYC GEOG DIST 15,FRANK GIORDANO,330 18TH ST,BROOKLYN,7189650390,6-8,35,0,0,4,11,2,6,21,60,72,7,79,11,14,0,11,3,0,0,0,1,0,1,0
331500010447,MATH AND SCIENCE EXPLORATORY SCHOOL (THE),2014,33150001,NYC GEOG DIST 15,DAWN VALLE,345 DEAN ST,BROOKLYN,7183309328,"6-8, US",50,0,0,11,22,5,10,11,22,162,18,239,54,23,9,19,7,0,0,0,1,0,1,0
331500010039,PS 39 HENRY BRISTOW,2015,33150001,NYC GEOG DIST 15,ANITA DE PAZ,417 6TH AVE,BROOKLYN,7183309310,K-5,25,0,0,2,8,1,4,13,52,25,0,45,3,7,,,3,0,0,0,1,0,1,0
331500010051,MS 51 WILLIAM ALEXANDER,2015,33150001,NYC GEOG DIST 15,LENORE DILEO-BERNER,350 5TH AVE,BROOKLYN,7183697603,"6-8, UE, US",66,0,0,6,9,3,5,39,59,134,11,162,17,10,,,8,0,0,0,2,0,1,0
331500010448,BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIES,2014,33150001,NYC GEOG DIST 15,ALYCE BARR,610 HENRY ST,BROOKLYN,7189234750,"6-12, UE, US",60,0,0,6,10,14,23,24,40,191,12,204,24,12,17,21,8,0,0,0,2,0,1,0
331500010516,SUNSET PARK AVENUE ELEMENTARY SCHOOL,2014,33150001,NYC GEOG DIST 15,JILL SMITH,4004 4TH AVE,BROOKLYN,,K,7,0,0,0,0,3,43,1,14,4,0,7,0,0,,,0,0,0,0,0,0,1,0
331500010058,PS 58 CARROLL (THE),2015,33150001,NYC GEOG DIST 15,KATHERINE DELLOSTRITTO,330 SMITH ST,BROOKLYN,7183309322,"K-5, UE",62,0,0,3,5,11,18,20,32,132,5,183,7,4,,,8,0,0,0,1,0,1,0
331500010088,JHS 88 PETER ROUGET,2015,33150001,NYC GEOG DIST 15,AILENE MITCHELL,544 7TH AVE,BROOKLYN,7187884482,"6-8, UE, US",89,0,0,11,12,12,13,37,42,201,14,275,38,14,,,14,0,0,0,4,0,1,0
331500010094,PS 94 HENRY LONGFELLOW (THE),2015,33150001,NYC GEOG DIST 15,JANETTE CABAN,5010 6TH AVE,BROOKLYN,7184356034,"K-5, UE",85,0,0,7,8,18,21,27,32,290,8,387,26,7,,,6,0,0,0,3,0,1,0
331500010676,RED HOOK NEIGHBORHOOD SCHOOL,2014,33150001,NYC GEOG DIST 15,ROCHEL BROWN,27 HUNTINGTON ST,BROOKLYN,7183302238,PK-5,20,0,0,1,5,3,15,7,35,51,6,71,4,6,33,28,2,1,0,0,1,0,1,0
331500010821,SUNSET PARK PREP,2014,33150001,NYC GEOG DIST 15,JENNIFER SPALDING,4004 4TH AVE,BROOKLYN,7189653331,"6-8, US",34,0,0,7,21,6,18,8,24,107,29,137,31,23,45,27,5,0,0,0,1,0,1,0
331500011423,BROOKLYN FRONTIERS HIGH SCHOOL,2014,33150001,NYC GEOG DIST 15,ALONA COHEN,112 SCHERMERHORN ST,BROOKLYN,7187224727,9-11,26,0,0,1,4,8,31,9,35,79,5,118,8,7,11,11,0,2,0,0,1,0,1,0
331500010107,PS 107 JOHN W KIMBALL,2015,33150001,NYC GEOG DIST 15,EVE LITWACK,1301 8TH AVE,BROOKLYN,7184992054,K-5,39,0,0,1,3,2,5,19,49,95,0,141,2,1,,,4,1,0,0,1,0,1,0
331500010118,MAURICE SENDAK COMMUNITY SCHOOL (THE),2015,33150001,NYC GEOG DIST 15,W ELIZABET GARRAWAY,211 8TH ST,BROOKLYN,7188405660,K-1,10,0,0,0,0,4,40,2,20,5,0,11,0,0,,,0,0,0,0,0,0,1,0
331500011429,BROOKLYN SCHOOL FOR GLOBAL STUDIES,2014,33150001,NYC GEOG DIST 15,DAWN MECONI,284 BALTIC ST,BROOKLYN,7186949741,"6-12, US",26,1,4,4,15,5,19,7,27,77,6,113,16,14,40,37,5,0,0,0,1,0,2,0
331500011462,SECONDARY SCHOOL FOR LAW,2014,33150001,NYC GEOG DIST 15,ONEATHA SWINTON,237 7TH AVE,BROOKLYN,7188324250,9-12,28,0,0,4,14,1,4,10,36,123,10,130,12,9,0,19,5,0,0,0,1,0,1,0
331500010124,PS 124 SILAS B DUTCHER,2015,33150001,NYC GEOG DIST 15,ANNABELLE BURRELL,515 4TH AVE,BROOKLYN,7187880246,"K-5, UE",25,0,0,1,4,0,0,18,72,76,5,97,5,5,,,2,0,0,0,0,0,1,0
331500010130,PS 130 THE PARKSIDE,2015,33150001,NYC GEOG DIST 15,MARIA NUNZIATA,70 OCEAN PKWY,BROOKLYN,7186861940,"PK-5, UE",43,0,0,2,5,7,16,19,44,48,4,88,4,5,,,7,1,0,0,1,0,1,0
331500010131,PS 131,2015,33150001,NYC GEOG DIST 15,RUTH QUILES,4305 FT HAMILTON PKWY,BROOKLYN,7184311940,"PK-5, UE",73,0,0,2,3,7,10,32,44,64,8,149,5,3,,,10,0,0,0,2,0,1,0
331500011463,SECONDARY SCHOOL FOR JOURNALISM,2014,33150001,NYC GEOG DIST 15,JODI RADWELL,237 7TH AVE,BROOKLYN,7188324201,"8-12, US",19,0,0,2,11,4,21,6,32,60,7,78,4,5,0,40,3,1,0,0,0,1,1,0
331500011464,PARK SLOPE COLLEGIATE,2014,33150001,NYC GEOG DIST 15,JILL BLOOMBERG,237 7TH AVE,BROOKLYN,7188324300,"6-12, US",28,0,0,5,18,4,14,12,43,74,14,110,16,15,50,23,3,0,0,0,1,0,1,0
331500011497,SCHOOL FOR INTERNATIONAL STUDIES,2014,33150001,NYC GEOG DIST 15,JILLIAN JUMAN,284 BALTIC ST,BROOKLYN,7183309390,"6-12, US",36,0,0,5,14,14,39,7,19,133,11,167,25,15,56,43,5,0,0,0,1,0,1,0
331500010136,IS 136 CHARLES O DEWEY,2015,33150001,NYC GEOG DIST 15,ERIC SACKLER,4004 4TH AVE,BROOKLYN,7188401950,"6-8, UE, US",48,0,0,8,17,4,8,17,35,104,12,140,20,14,,,3,0,0,0,2,0,1,0
331500010146,PS 146,2015,33150001,NYC GEOG DIST 15,ANNA ALLANBROOK,610 HENRY ST,BROOKLYN,7189234750,"K-5, UE",46,0,0,0,0,1,2,24,52,53,0,71,0,0,,,9,1,0,0,1,0,1,0
331500011519,COBBLE HILL SCHOOL OF AMERICAN STUDIES,2014,33150001,NYC GEOG DIST 15,ANNAMARIA MULE,347 BALTIC ST,BROOKLYN,7184039544,"9-12, US",31,0,0,5,16,5,16,16,52,131,10,160,19,12,63,37,10,0,0,0,3,0,1,0
331500011529,WEST BROOKLYN COMMUNITY HIGH SCHOOL,2014,33150001,NYC GEOG DIST 15,GLORIA ROSARIO,1053 41ST ST,BROOKLYN,7186861444,10-12,16,1,6,3,19,3,19,4,25,87,9,99,9,9,0,6,2,0,0,0,1,0,1,0
331500010154,WINDSOR TERRACE SCHOOL (THE),2015,33150001,NYC GEOG DIST 15,ERIC HAVLIK,1625 11TH AVE,BROOKLYN,7187680057,K-5,35,0,0,0,0,2,6,20,57,40,0,70,0,0,,,4,0,0,0,1,0,1,0
331500010169,PS 169 SUNSET PARK,2015,33150001,NYC GEOG DIST 15,EUJIN JAELA KIM,4305 7TH AVE,BROOKLYN,7188533224,"K-5, UE",98,0,0,2,2,13,13,36,37,133,2,206,2,1,,,11,0,0,0,4,0,1,0
331500010172,PS 172 BEACON SCHOOL OF EXCELLENCE,2015,33150001,NYC GEOG DIST 15,GIACOMO SPATOLA,825 4TH AVE,BROOKLYN,7189654200,"PK-5, UE",46,0,0,3,7,9,20,21,46,168,5,234,9,4,,,9,0,0,0,1,0,1,0
331500011530,METROPOLITAN CORPORATE ACADEMY HIGH SCHOOL,2014,33150001,NYC GEOG DIST 15,LENNEL GEORGE,362 SCHERMERHORN ST,BROOKLYN,7182226200,9-12,6,0,0,2,33,0,0,3,50,34,15,43,13,30,,14,1,0,0,0,1,0,1,0
331500011592,KHALIL GIBRAN INTERNATIONAL ACADEMY,2014,33150001,NYC GEOG DIST 15,WINSTON HAMANN,326 SCHERMERHORN ST,BROOKLYN,7182372502,9-10,11,0,0,4,36,3,27,0,0,49,24,62,13,21,0,0,3,0,0,0,1,0,1,0
331500011656,BROOKLYN HIGH SCHOOL OF THE ARTS,2014,33150001,NYC GEOG DIST 15,MARGARET LACEY-BERMAN,345 DEAN ST,BROOKLYN,7188552412,9-12,45,1,2,6,13,9,20,21,47,193,11,227,28,12,0,20,6,0,0,0,5,0,1,0
331500010230,PS 230 DORIS L COHEN,2015,33150001,NYC GEOG DIST 15,MARIA DELLA RAGIONE,1 ALBEMARLE RD,BROOKLYN,7184376135,"PK-5, UE",90,0,0,0,0,11,12,52,58,247,0,347,0,0,,,12,0,0,0,3,0,1,0
331500010261,PS 261 PHILIP LIVINGSTON,2015,33150001,NYC GEOG DIST 15,ZIPPORIAH MILLS,314 PACIFIC ST,BROOKLYN,7183309275,"K-5, UE",57,0,0,3,5,5,9,23,40,61,8,113,6,5,,,10,0,0,0,2,0,1,1
331500011667,SUNSET PARK HIGH SCHOOL,2014,33150001,NYC GEOG DIST 15,CORINNE VINAL,153 35TH ST,BROOKLYN,7188401900,"9-12, US",105,0,0,20,19,30,29,21,20,454,14,603,87,14,14,14,9,1,0,0,4,0,1,0
331500011684,MILLENNIUM BROOKLYN HIGH SCHOOL,2014,33150001,NYC GEOG DIST 15,LISA GIOE,237 7TH AVE,BROOKLYN,7188324333,9-11,33,1,3,8,24,11,33,7,21,91,23,171,36,21,10,15,4,0,0,0,3,0,1,0
331500010295,PS 295,2015,33150001,NYC GEOG DIST 15,LINDA MAZZA,330 18TH ST,BROOKLYN,7189650390,"PK-5, UE",35,0,0,2,6,7,20,17,49,45,4,69,2,3,,,8,0,0,0,1,0,1,0
331500010321,PS 321 WILLIAM PENN,2015,33150001,NYC GEOG DIST 15,ELIZABETH PHILLIPS,180 7TH AVE,BROOKLYN,7184992412,"K-5, UE",85,0,0,9,11,5,6,39,46,105,10,116,10,9,,,14,1,0,0,3,0,1,0
331500010442,MS 442 CARROLL GARDENS SCHOOL FOR INNOVATION,2015,33150001,NYC GEOG DIST 15,DEANNA SINITO,317 HOYT ST,BROOKLYN,7182226420,"6-8, US",27,2,7,7,26,4,15,9,33,83,27,98,23,23,,,5,0,0,0,1,0,1,0
331500011698,SOUTH BROOKLYN COMMUNITY HIGH SCHOOL,2014,33150001,NYC GEOG DIST 15,JEAN FOLEY,173 CONOVER ST,BROOKLYN,7184221915,"9-12, US",11,0,0,6,55,2,18,4,36,79,44,88,41,47,,60,2,0,0,0,1,0,1,0
331500860878,HELLENIC CLASSICAL CHARTER SCHOOL,2014,,,CHRISTINA TETTONIS,646 5TH AVE,BROOKLYN,7184990957,K-8,33,1,3,1,3,11,33,2,6,32,0,40,1,3,21,19,14,1,0,0,1,0,1,0
331500010443,NEW VOICES SCHOOL OF ACADEMIC AND CREATIVE ARTS,2015,33150001,NYC GEOG DIST 15,FRANK GIORDANO,330 18TH ST,BROOKLYN,7189650390,6-8,33,0,0,2,6,1,3,21,64,62,2,73,8,11,,,3,0,0,0,2,0,1,0
331500010447,MATH AND SCIENCE EXPLORATORY SCHOOL (THE),2015,33150001,NYC GEOG DIST 15,ARIN RUSCH,345 DEAN ST,BROOKLYN,7183309328,"6-8, US",49,0,0,8,16,9,18,16,33,161,14,205,36,18,,,7,0,0,0,2,0,1,0
331500010448,BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIES,2015,33150001,NYC GEOG DIST 15,PRISCILLA CHAN,610 HENRY ST,BROOKLYN,7189234700,"6-12, UE, US",58,1,2,13,22,13,22,19,33,197,22,225,49,22,,,8,0,0,0,2,0,1,0
331500860927,PAVE ACADEMY CHARTER SCHOOL,2014,,,J SPENCER ROBERTSON,732 HENRY ST,BROOKLYN,7188587813,"K-6, UE",34,6,18,6,18,5,15,0,0,78,0,86,25,29,11,18,12,0,0,0,3,0,2,0
331500860935,BROOKLYN PROSPECT CHARTER SCHOOL,2014,,,LANOLIA OMOWANILE,3002 FORT HAMILTON PKWY,BROOKLYN,3478897041,"K, 6-10",58,19,33,19,33,11,19,6,10,131,22,208,70,34,39,34,12,0,0,0,1,0,2,0
331500860953,SUMMIT ACADEMY CHARTER SCHOOL,2014,,,NATASHA CAMPBELL,27 HUNTINGTON ST,BROOKLYN,7188751403,"6-10, US",28,5,18,5,18,16,57,0,0,27,0,31,7,23,50,50,13,0,0,0,0,0,0,0
331500010516,SUNSET PARK AVENUE ELEMENTARY SCHOOL,2015,33150001,NYC GEOG DIST 15,JILL SMITH,4222 4TH AVE,BROOKLYN,7183698330,PK-1,16,0,0,0,0,6,38,3,19,44,0,58,0,0,,,0,0,0,0,0,0,1,0
331500010676,RED HOOK NEIGHBORHOOD SCHOOL,2015,33150001,NYC GEOG DIST 15,ROCHEL BROWN,27 HUNTINGTON ST,BROOKLYN,7183302238,K-5,17,0,0,0,0,3,18,6,35,64,0,78,0,0,,,2,0,0,0,1,0,1,0
331500861016,NEW DAWN CHARTER HIGH SCHOOL,2014,,,SARA ASMUSSEN,242 HOYT ST,BROOKLYN,3475059101,9-12,13,1,8,1,8,9,69,1,8,49,0,57,5,9,17,17,8,0,0,0,0,0,1,0
331500861023,BROOKLYN SUCCESS ACADEMY CHARTER SCHOOL 3,2014,,,KERRI TABARCEA,284 BALTIC ST-BSMT,BROOKLYN,7187041460,K-2,16,1,6,1,6,7,44,0,0,28,0,46,1,2,33,30,8,1,0,0,1,0,1,0
331500010821,SUNSET PARK PREP,2015,33150001,NYC GEOG DIST 15,JENNIFER SPALDING,4004 4TH AVE,BROOKLYN,7188401951,"6-8, US",42,0,0,4,10,8,19,12,29,147,11,171,17,10,,,5,0,0,0,1,0,1,0
331500011423,BROOKLYN FRONTIERS HIGH SCHOOL,2015,33150001,NYC GEOG DIST 15,ALONA COHEN,112 SCHERMERHORN ST,BROOKLYN,7187224727,9-12,28,0,0,9,32,5,18,10,36,86,29,105,32,30,,,0,1,0,0,1,0,1,0
331500011429,BROOKLYN SCHOOL FOR GLOBAL STUDIES,2015,33150001,NYC GEOG DIST 15,DAWN MECONI,284 BALTIC ST,BROOKLYN,7186949741,6-12,23,1,4,8,35,5,22,3,13,80,17,110,27,25,,,4,0,0,0,0,0,1,0
331600010000,NEW YORK CITY GEOGRAPHIC DISTRICT #16,2014,33160001,NYC GEOG DIST 16,EVELYN SANTIAGO,1014 LAFAYETTE AVE,BROOKLYN,7185742834,"PK-12, UE, US",622,2,0,77,12,60,10,260,42,1678,14,2139,303,14,23,20,0,0,0,0,0,0,0,0
331600010005,PS 5 DR RONALD MCNAIR,2014,33160001,NYC GEOG DIST 16,LENA GATES,820 HANCOCK ST,BROOKLYN,7185742333,PK-5,24,0,0,1,4,0,0,14,58,50,2,65,1,2,0,18,6,0,0,0,1,0,1,0
331600010021,PS 21 CRISPUS ATTUCKS,2014,33160001,NYC GEOG DIST 16,LESLIE FRAZIER,180 CHAUNCEY ST,BROOKLYN,7184939681,"PK-5, UE",41,0,0,1,2,1,2,21,51,48,2,65,1,2,0,7,3,0,0,0,1,0,1,0
331500011462,SECONDARY SCHOOL FOR LAW,2015,33150001,NYC GEOG DIST 15,ONEATHA SWINTON,237 7TH AVE,BROOKLYN,7188324250,9-12,26,0,0,2,8,3,12,8,31,91,7,97,6,6,,,5,0,0,0,0,0,1,0
331500011463,SECONDARY SCHOOL FOR JOURNALISM,2015,33150001,NYC GEOG DIST 15,EILEEN COPPOLA,237 7TH AVE,BROOKLYN,7188324201,9-12,21,0,0,8,38,6,29,7,33,80,22,106,27,25,,,3,0,0,0,1,0,1,0
331600010025,PS 25 EUBIE BLAKE SCHOOL,2014,33160001,NYC GEOG DIST 16,ANITA COLEY,787 LAFAYETTE AVE,BROOKLYN,7185742336,"PK-5, UE",26,0,0,2,8,0,0,7,27,46,11,70,9,13,80,32,5,0,0,0,2,0,1,0
331600010026,PS 26 JESSE OWENS,2014,33160001,NYC GEOG DIST 16,CYNTHIA CELESTINE,1014 LAFAYETTE AVE,BROOKLYN,7189195707,PK-5,21,0,0,0,0,2,10,10,48,45,0,54,0,0,,24,4,0,0,0,1,0,1,0
331500011464,PARK SLOPE COLLEGIATE,2015,33150001,NYC GEOG DIST 15,JILL BLOOMBERG,237 7TH AVE,BROOKLYN,7188324300,"6-12, US",31,1,3,7,23,6,19,11,35,80,20,124,25,20,,,3,0,0,0,1,0,1,0
331500011497,SCHOOL FOR INTERNATIONAL STUDIES,2015,33150001,NYC GEOG DIST 15,JILLIAN JUMAN,284 BALTIC ST,BROOKLYN,7183309390,"6-12, US",34,0,0,7,21,9,26,5,15,123,11,153,23,15,,,5,0,0,0,2,0,1,0
331500011519,COBBLE HILL SCHOOL OF AMERICAN STUDIES,2015,33150001,NYC GEOG DIST 15,ANNAMARIA MULE,347 BALTIC ST,BROOKLYN,7184039544,"9-12, US",32,0,0,6,19,8,25,10,31,130,15,164,25,15,,,10,0,0,0,2,0,1,0
331600010028,PS 28 THE WARREN PREP ACADEMY,2014,33160001,NYC GEOG DIST 16,SADIE SILVER,1001 HERKIMER ST,BROOKLYN,7184672865,"PK-5, UE",20,0,0,0,0,0,0,9,45,64,0,100,0,0,33,31,2,0,0,0,1,0,1,0
331600010035,MS 35 STEPHEN DECATUR,2014,33160001,NYC GEOG DIST 16,JACKLYN CHARLES-MARCUS,272 MCDONOUGH ST,BROOKLYN,7185742345,"6-8, UE, US",16,0,0,1,6,2,13,7,44,13,8,20,1,5,0,6,4,0,0,0,1,0,1,0
331600010040,PS 40 GEORGE W CARVER,2014,33160001,NYC GEOG DIST 16,LEONIE HIBBERT,265 RALPH AVE,BROOKLYN,7185742353,PK-5,22,0,0,4,18,0,0,7,32,94,17,114,26,23,,4,6,0,0,0,1,0,1,0
331500011529,WEST BROOKLYN COMMUNITY HIGH SCHOOL,2015,33150001,NYC GEOG DIST 15,GLORIA ROSARIO,1053 41ST ST,BROOKLYN,7186861444,"10-12, US",16,0,0,5,31,0,0,4,25,55,16,89,31,35,,,2,0,0,0,2,0,1,0
331500011592,KHALIL GIBRAN INTERNATIONAL ACADEMY,2015,33150001,NYC GEOG DIST 15,WINSTON HAMANN,326 SCHERMERHORN ST,BROOKLYN,7182372502,"9-11, US",16,0,0,5,31,2,13,2,13,70,20,84,20,24,,,3,0,0,0,1,0,1,0
331600010057,JHS 57 WHITELAW REID,2014,33160001,NYC GEOG DIST 16,CELESTE DOUGLAS,125 STUYVESANT AVE,BROOKLYN,7185742357,"6-8, UE",17,0,0,5,29,1,6,7,41,50,38,61,20,33,0,21,2,0,0,0,1,0,1,0
331600010081,PS 81 THADDEUS STEVENS,2014,33160001,NYC GEOG DIST 16,CHERYL AULT-BARKER,990 DEKALB AVE,BROOKLYN,7185742365,"PK-5, UE",27,0,0,2,7,0,0,14,52,21,5,49,7,14,50,26,8,0,0,0,1,0,1,0
