"COUNTY_NAME","ENTITY_CD","ENTITY_NAME","DISTRICT_NAME","PROF_LEVEL","PER_FREE_LUNCH","PER_REDUCED_LUNCH","PER_LEP","PER_AM_IND","PER_BLACK","PER_HISP","PER_ASIAN","PER_WHITE","PER_Multi","PER_SWD","PER_FEMALE","PER_ECDIS","PER_SUSPENSIONS","MEAN_CLASS_SIZE","MEAN_ENROLL","PER_NOT_HQ","STUD_TEACH_RATIO","PER_HS_DEGREE","MEAN_INC","EXP_PER_ST","MEAN_TEACH_SCORE","CHARTER","VIOL_CRIME_PER_CITIZEN","PROP_CRIME_PER_CITIZEN","TOTAL_DIST_POP"
"KINGS","331700010249","PS 249 CATON (THE)","NEW YORK CITY GEOGRAPHIC DISTRICT #17","Proficient",67.667,1.333,25,0.333,40.667,49.667,5.667,3.667,0,18,49,69,0,26.333,709,4.667,13.294,26.326,155860.922,36685276.446,78.942,0,0.00627668927886969,0.014459509017006,8461961
"NASSAU","280515030003","ROBERT SEAMAN ELEMENTARY SCHOOL","JERICHO UNION FREE SCHOOL DISTRICT","Proficient",0.667,0,3.667,0,0.333,2.667,35,61,1,16,46.333,0.333,0,19,281.667,0,7.478,27.51,122083.909,370824.852,87.523,0,0.00141715697438313,0.0106720145400836,17605
"ROCKLAND","500308030010","FRANKLIN AVENUE SCHOOL","PEARL RIVER UNION FREE SCHOOL DISTRICT","Proficient",8.667,0.333,2,0,0.667,14.333,4,80.667,0.333,4.667,50,11,0.667,23,276,0,16.56,13.2,123127,216800.725,91.14,0,0.00284801386331875,0.0122543803279727,15733
"WESTCHESTER","660405030003","CONCORD ROAD ELEMENTARY SCHOOL","ARDSLEY UNION FREE SCHOOL DISTRICT","Proficient",4,1.333,3.333,0,4,13,18.333,63,2,13,45.667,6.333,0.333,22,589.667,0,10.167,24.779,67727.371,96856.416,85.576,0,0.00217533730418714,0.0107248132278337,9553
"ROCKLAND","500308030011","LINCOLN AVENUE SCHOOL","PEARL RIVER UNION FREE SCHOOL DISTRICT","Proficient",10,0.667,0,0,0,14.333,4,80.667,0.333,5.333,46.333,13,0,22.667,188.667,0,15.722,13.2,123127,317157.244,98.359,0,0.00284801386331875,0.0122543803279727,15733
"WESTCHESTER","662001030002","FOX MEADOW SCHOOL","SCARSDALE UNION FREE SCHOOL DISTRICT","Proficient",0,0,4.333,0,1,5.667,21.667,65,6.667,5.333,52,0,0,20,407.667,0,11.43,21.723,10327.677,342392.478,90.234,0,0.00217533730418714,0.0107248132278337,18342
"KINGS","332000010682","ACADEMY OF TALENTED SCHOLARS (THE)","NEW YORK CITY GEOGRAPHIC DISTRICT #20","Proficient",35,8.667,7.333,0,4.333,13.333,18,63,1,22.667,47.667,43.667,0,20,295.667,1.333,6.428,37.647,85392.668,87970217.587,90.156,0,0.00627668927886969,0.014459509017006,8461961
"NASSAU","280405020004","MANOR OAKS WILLIAM BOWIE SCHOOL","NEW HYDE PARK-GARDEN CITY PARK UNION FREE SCHOOL DISTRICT","Proficient",3.667,1.667,2,1,0,9.333,38.667,51.333,0.667,9,52.333,5.333,0.5,21.333,318.667,0,16.203,15.62,137566.578,105621.339,93.057,0,0.00141715697438313,0.0106720145400836,6400250.25362322
"WESTCHESTER","661904030008","PORT CHESTER SENIOR HIGH SCHOOL","PORT CHESTER-RYE UNION FREE SCHOOL DISTRICT","Proficient",52.333,10.333,14.667,0,7,74.667,1.667,16.333,0,12,50.333,66.667,6.667,22.6,1306,1.333,14.299,21.8,84132,63339.969,97.371,0,0.00217533730418714,0.0107248132278337,32366
"NASSAU","280405020003","HILLSIDE GRADE SCHOOL","NEW HYDE PARK-GARDEN CITY PARK UNION FREE SCHOOL DISTRICT","Proficient",12.667,5.333,6.333,0,0,13.667,56,27,2.667,8.333,50.667,19.667,0,22,443,0,13.29,23.867,48480.963,75977.427,94.638,0,0.00141715697438313,0.0106720145400836,800966.465197719
"MONROE","261701060004","MONICA B LEARY ELEMENTARY SCHOOL","RUSH-HENRIETTA CENTRAL SCHOOL DISTRICT","Proficient",18.667,5.667,2.667,0,14,6,7.333,66.667,6.333,8.333,48.333,26.333,0.667,16,485,0,9.898,46.685,84843.564,244919.588,91.317,0,0.0033319274567693,0.0240602427005643,53105
"NASSAU","280402030001","NORTH SIDE SCHOOL","EAST WILLISTON UNION FREE SCHOOL DISTRICT","Proficient",3,0.333,4.333,0,1,6,22.667,68,2.333,6.667,46,4.667,0.333,21.333,468.333,0,10.255,27.9,218261,111877.58,95.148,0,0.00141715697438313,0.0106720145400836,8865
"WESTCHESTER","662001030003","GREENACRES SCHOOL","SCARSDALE UNION FREE SCHOOL DISTRICT","Proficient",0,0,1.667,0,1,5,13,74,6.667,7.667,50.667,0,0,20.667,333,0,11.616,33.554,102869.68,419165.165,98.248,0,0.00217533730418714,0.0107248132278337,18342
"KINGS","332000010105","PS 105 BLYTHEBOURNE (THE)","NEW YORK CITY GEOGRAPHIC DISTRICT #20","Proficient",70,0.667,52.667,0,0,4,92.667,3,0,8.667,48,70.667,0,25.333,1463.667,0.333,15.247,27.98,135811.836,17770344.568,86.635,0,0.00627668927886969,0.014459509017006,8461961
"NASSAU","280502060003","BERRY HILL ELEMENTARY SCHOOL","SYOSSET CENTRAL SCHOOL DISTRICT","Proficient",2,0,2.667,0,0.667,2.333,22.333,73.333,1.333,11.333,50.333,3.667,0.333,21.667,341.333,0,10.449,22.287,132100.061,601825.195,93.406,0,0.00141715697438313,0.0106720145400836,34149
"NASSAU","280221030003","WATSON SCHOOL","ROCKVILLE CENTRE UNION FREE SCHOOL DISTRICT","Proficient",15.333,1.667,2.333,0,9.333,15.333,1.333,71.667,2.667,15.333,50.333,18.333,0,22.333,240.333,0,10.924,14.5,153563,442314.84,87.209,0,0.00141715697438313,0.0106720145400836,22409
"BRONX","320800861044","SUCCESS ACADEMY CHARTER SCHOOL-BRONX 3",NA,"Proficient",72.333,9.667,5,1.333,49.667,46.667,0.333,0.333,1.333,12.333,44,80.333,7,29,186,2.667,13.95,27.452,135611.588,111876.344,95.738,1,0.00911660408481436,0.0160715764710795,7363630.80675829
"WESTCHESTER","660701030004","MURRAY AVENUE SCHOOL","MAMARONECK UNION FREE SCHOOL DISTRICT","Proficient",1,0,1.667,0,0,6,5,86,3,7,50.333,1.333,0,22.667,605.667,0,13.662,27.876,87171.926,203420.473,89.133,0,0.00217533730418714,0.0107248132278337,29049
"QUEENS","342600010158","MS 158 MARIE CURIE","NEW YORK CITY GEOGRAPHIC DISTRICT #26","Proficient",41.667,14.333,6.667,0,4,13.667,62,20,0,13.333,48,55.667,0,33.667,1074,1,17.607,29.96,154165.216,24217747.672,82.1,0,0.00464932850969108,0.0126289441911748,8461961
"NASSAU","280220030003","WAVERLY PARK SCHOOL","LYNBROOK UNION FREE SCHOOL DISTRICT","Proficient",3,0,0,0,1,10.667,3,85.333,0,7,51.667,4.667,0.5,20.667,212,0,14.133,34.608,215680.682,355542.453,83.47,0,0.00141715697438313,0.0106720145400836,17654
"KINGS","332000010229","PS 229 DYKER","NEW YORK CITY GEOGRAPHIC DISTRICT #20","Proficient",43.667,11,9.333,0,1,11,53,34,1,15.667,49,54.667,0,29.467,1003.333,1.333,15.436,30.608,136598.335,25923449.502,85.453,0,0.00627668927886969,0.014459509017006,8461961
"BROOME","031601060028","VESTAL HILLS ELEMENTARY SCHOOL","VESTAL CENTRAL SCHOOL DISTRICT","Proficient",19,2.667,3.333,0,2.667,3,17.667,72,3.667,7,49,23.667,0,19.333,266.333,0,11.254,28.331,99534.622,247866.083,92.847,0,0.00300636839412101,0.0278679305505596,32071
"NASSAU","280402030002","WILLETS ROAD SCHOOL","EAST WILLISTON UNION FREE SCHOOL DISTRICT","Proficient",2.667,0.333,1.333,0,1,5.667,21,72,0.333,13,46.333,4.333,1.333,19.78,425.333,0,11.6,27.9,218261,123188.088,85.354,0,0.00141715697438313,0.0106720145400836,8865
"QUEENS","342500011499","QUEENS COLLEGE SCHOOL FOR MATH, SCIENCE & TECHNOLOGY","NEW YORK CITY GEOGRAPHIC DISTRICT #25","Proficient",38.667,13.333,4.333,0.333,27,12.667,50.333,8,2,10.333,51.667,52.333,0.333,25.778,429.333,1.333,14.977,39.551,33262.101,60581974.379,85.217,0,0.00464932850969108,0.0126289441911748,8461961
"QUEENS","342600010018","PS 18 WINCHESTER","NEW YORK CITY GEOGRAPHIC DISTRICT #26","Proficient",43.333,13,7.667,1,10,10.333,73.333,5.667,0.333,10.667,48.333,56,0,26.667,522,0.667,13.737,18.153,82343.422,49827319.923,87.98,0,0.00464932850969108,0.0126289441911748,8461961
"QUEENS","342600010098","PS 98 DOUGLASTON SCHOOL (THE)","NEW YORK CITY GEOGRAPHIC DISTRICT #26","Proficient",16,5.333,2.667,1.667,4,15,27.667,47.667,5,12.333,50,21.667,0,20.667,169.667,0,9.788,29.141,143743.23,153299770.138,92.905,0,0.00464932850969108,0.0126289441911748,8461961
"SUFFOLK","580506030003","PINES ELEMENTARY SCHOOL","HAUPPAUGE UNION FREE SCHOOL DISTRICT","Proficient",5.667,1.333,1,0,1.333,7.333,7.667,80.667,3,10.333,43.667,8,0.667,23.667,442,0,11.53,37.751,104936.315,216070.136,90.463,0,0.00122526082516204,0.0147749527744588,23097
"NASSAU","280503060001","BAYVILLE ELEMENTARY SCHOOL","LOCUST VALLEY CENTRAL SCHOOL DISTRICT","Proficient",13.333,3.333,4.667,0,1,14.667,2,81,1,21,47.333,19.667,0,20.667,336,0,10.182,32.935,120675.522,229285.714,89.135,0,0.00141715697438313,0.0106720145400836,15359
"WAYNE","650101060003","LINCOLN ELEMENTARY SCHOOL","NEWARK CENTRAL SCHOOL DISTRICT","Proficient",52.667,11,0,0.333,10.333,12.333,0,69.333,6.667,7.333,52.333,68,2,21.667,136.667,0,8.2,32.114,83537.101,351512.195,86.3,0,0.00176546139277706,0.0160350044626336,15056
"SUFFOLK","580801060015","BRANCH BROOK ELEMENTARY SCHOOL","SMITHTOWN CENTRAL SCHOOL DISTRICT","Proficient",4.667,1.333,0.667,0,1,10,6,81.667,1,6.667,48,7.333,0,21.667,346.667,0,16.774,26.168,134336.028,640863.462,86.885,0,0.00122526082516204,0.0147749527744588,57718
"QUEENS","342600010046","PS 46 ALLEY POND","NEW YORK CITY GEOGRAPHIC DISTRICT #26","Proficient",37.333,9.333,9.667,0,6,14.333,59.333,18.333,2,28.667,46.667,47,0,29.333,488,1,9.695,34.843,149309.208,53298895.492,90.261,0,0.00464932850969108,0.0126289441911748,8461961
"NASSAU","280407030013","GREAT NECK SOUTH MIDDLE SCHOOL","GREAT NECK UNION FREE SCHOOL DISTRICT","Proficient",8.333,4,4.333,0,2,6,53,37.667,1.667,13,46.667,13.333,1.667,21,787.333,1.333,9.68,24.9,153606,266704.064,98.012,0,0.00141715697438313,0.0106720145400836,45310
"NASSAU","280406030003","MUNSEY PARK ELEMENTARY SCHOOL","MANHASSET UNION FREE SCHOOL DISTRICT","Proficient",4,0,0,0,3,5.667,14.667,75.333,1.333,8.333,47,4.667,0.667,21.333,762,0,12.225,37.229,133349.977,112610.236,92.656,0,0.00141715697438313,0.0106720145400836,15763
"WESTCHESTER","662001030011","SCARSDALE MIDDLE SCHOOL","SCARSDALE UNION FREE SCHOOL DISTRICT","Proficient",0,0,2,0,1,6,17,69.667,6.333,9,51,0,0,21.75,1143.333,1.333,11.747,20.845,108523.934,122083.382,92.398,0,0.00217533730418714,0.0107248132278337,18342
"NASSAU","280407030008","LAKEVILLE ELEMENTARY SCHOOL","GREAT NECK UNION FREE SCHOOL DISTRICT","Proficient",7.333,3.667,5.333,0,2,7.667,59.333,29,2,10.667,48.333,11.667,0,20.333,747,0,10.423,24.9,153606,281104.418,84.59,0,0.00141715697438313,0.0106720145400836,45310
"WESTCHESTER","662001030001","EDGEWOOD SCHOOL","SCARSDALE UNION FREE SCHOOL DISTRICT","Proficient",0,0,6.333,0,0.667,7.333,28.667,56.667,6.333,8,45.667,0,0,20.333,345.667,0,10.582,31.553,69256.748,403805.207,93.338,0,0.00217533730418714,0.0107248132278337,18342
"QUEENS","343000010069","PS 69 JACKSON HEIGHTS","NEW YORK CITY GEOGRAPHIC DISTRICT #30","Proficient",50.333,2.333,18.667,0.667,0.667,41.333,48,8.333,0.667,10,49.667,52.333,0,28.333,943.667,0,15.22,19.436,80969.632,27562551.395,86,0,0.00464932850969108,0.0126289441911748,8461961
"KINGS","332000010176","PS 176 OVINGTON","NEW YORK CITY GEOGRAPHIC DISTRICT #20","Proficient",79,6.333,23,0,0.667,20.667,61.333,17.333,0,12.667,49.333,85.333,0,28.333,1213.333,0,14.219,28.446,179904.505,21436698.626,92.62,0,0.00627668927886969,0.014459509017006,8461961
"WESTCHESTER","660701030002","CHATSWORTH AVENUE SCHOOL","MAMARONECK UNION FREE SCHOOL DISTRICT","Proficient",4,0,2.333,0,2,7.667,3.667,83.333,3.333,6,50.333,5,0,22.333,538,0,12.709,26.264,95333.409,229005.576,89.902,0,0.00217533730418714,0.0107248132278337,29049
"WESTCHESTER","662001030011","SCARSDALE MIDDLE SCHOOL","SCARSDALE UNION FREE SCHOOL DISTRICT","Proficient",0,0,2,0,1,6,17,69.667,6.333,9,51,0,0,21.75,1143.333,1.333,11.747,20.845,108523.934,122083.382,92.398,0,0.00217533730418714,0.0107248132278337,18342
"NASSAU","280203030003","MCVEY ELEMENTARY SCHOOL","EAST MEADOW UNION FREE SCHOOL DISTRICT","Proficient",17.667,5,7.667,0,2.667,22.333,16.667,57.333,1,7,50.667,25,0,22.333,561.333,0,12.662,26.5,118650,324269.002,91.022,0,0.00141715697438313,0.0106720145400836,51767
"NASSAU","280502060010","VILLAGE ELEMENTARY SCHOOL","SYOSSET CENTRAL SCHOOL DISTRICT","Proficient",3.333,0,3,0,1,7,31,58.667,2.333,8,45,5,0,21.667,325,0,10.598,38.193,159791.538,632070.769,94.9,0,0.00141715697438313,0.0106720145400836,34149
"SUFFOLK","580507060008","IDLE HOUR ELEMENTARY SCHOOL","CONNETQUOT CENTRAL SCHOOL DISTRICT","Proficient",8.667,2,1,0.333,0,4.667,4,90,0.333,14.333,44,12,1.5,19,214.667,0,10.733,27.91,64518.011,760136.646,82.092,0,0.00122526082516204,0.0147749527744588,38524
"NASSAU","280518030006","CHARLES E SCHWARTING SCHOOL","PLAINEDGE UNION FREE SCHOOL DISTRICT","Proficient",7,1.333,1,0,0.667,4.667,2.333,92.667,0,13,48,8.333,0.667,20,401,0,10.461,28.811,213358.673,196249.377,94.277,0,0.00141715697438313,0.0106720145400836,19036
"BROOME","031601060028","VESTAL HILLS ELEMENTARY SCHOOL","VESTAL CENTRAL SCHOOL DISTRICT","Proficient",19,2.667,3.333,0,2.667,3,17.667,72,3.667,7,49,23.667,0,19.333,266.333,0,11.254,28.331,99534.622,247866.083,92.847,0,0.00300636839412101,0.0278679305505596,32071
"KINGS","331400861021","BEGINNING WITH CHILDREN CHARTER SCHOOL II",NA,"Proficient",78.333,7.667,18.667,1,35,60.333,2,1.333,0.667,14,52.667,92,2.333,25,149.667,11.333,8.164,21.331,74292.047,139035.635,86.898,1,0.00627668927886969,0.014459509017006,4112957.93920637
"NASSAU","280205030006","LEE ROAD SCHOOL","LEVITTOWN UNION FREE SCHOOL DISTRICT","Proficient",6.667,3.667,0,0,0.667,14.667,1.667,81.333,2,4.667,51,11.333,0.667,20,270.333,0,13.517,17.777,59398.311,723706.535,94.993,0,0.00141715697438313,0.0106720145400836,45820
"NASSAU","280521030004","KRAMER LANE ELEMENTARY SCHOOL","BETHPAGE UNION FREE SCHOOL DISTRICT","Proficient",5.667,3.333,3,0,0.667,9,9,80,1,8,55,10.333,0.5,19.667,285.333,0,12.056,40.563,178309.529,273487.15,94.036,0,0.00141715697438313,0.0106720145400836,18754
"TOMPKINS","610600010011","NORTHEAST SCHOOL","ITHACA CITY SCHOOL DISTRICT","Proficient",18.333,9.667,16.333,0.667,7,3.333,34.667,44.333,10.667,8,45.333,31.333,0,19.333,302.333,0,9.547,31.94,146806.229,382600.882,91.5,0,0.00121801511489623,0.0209556143783328,67706
"WESTCHESTER","660301030005","EASTCHESTER MIDDLE SCHOOL","EASTCHESTER UNION FREE SCHOOL DISTRICT","Proficient",0,0,4,0.333,2,11.333,12,72,2.667,14.667,48,0,1,22.333,723.667,0,14.377,11.445,198155.513,119071.396,97,0,0.00217533730418714,0.0107248132278337,18270
"KINGS","331700010249","PS 249 CATON (THE)","NEW YORK CITY GEOGRAPHIC DISTRICT #17","Proficient",67.667,1.333,25,0.333,40.667,49.667,5.667,3.667,0,18,49,69,0,26.333,709,4.667,13.294,26.326,155860.922,36685276.446,78.942,0,0.00627668927886969,0.014459509017006,8461961
"LIVINGSTON","241001060004","DANSVILLE PRIMARY SCHOOL","DANSVILLE CENTRAL SCHOOL DISTRICT","Proficient",47.667,7,2,0,1,4.667,0,92,2,18.333,46.667,58.667,0,18.667,211.667,0,6.048,21.341,104754.531,137796.85,89.56,0,0.00101203924360125,0.0131131812695367,10050
"NASSAU","280406030004","SHELTER ROCK ELEMENTARY SCHOOL","MANHASSET UNION FREE SCHOOL DISTRICT","Proficient",5,1.333,4.667,0,2.333,7.333,22,66.333,2.333,12.667,46,7.333,0.333,21.667,676.333,1.333,10.352,46.203,131719.397,126873.829,91.667,0,0.00141715697438313,0.0106720145400836,15763
"KINGS","331500010172","PS 172 BEACON SCHOOL OF EXCELLENCE","NEW YORK CITY GEOGRAPHIC DISTRICT #15","Proficient",81,7.333,28,0,4,77.667,5.667,12,0,29.667,48,88,0,23.667,456.667,11.333,9.786,15.628,177652.524,56955900,90.439,0,0.00627668927886969,0.014459509017006,8461961
"KINGS","332000010229","PS 229 DYKER","NEW YORK CITY GEOGRAPHIC DISTRICT #20","Proficient",43.667,11,9.333,0,1,11,53,34,1,15.667,49,54.667,0,29.467,1003.333,1.333,15.436,30.608,136598.335,25923449.502,85.453,0,0.00627668927886969,0.014459509017006,8461961
"BRONX","321100860948","ICAHN CHARTER SCHOOL 4",NA,"Proficient",63,9.333,3.667,1,62.667,33,1,1,1.667,10.333,53.333,76,0,21.4,248.667,5,11.134,33.611,100148.227,83682.306,79.48,1,0.00911660408481436,0.0160715764710795,10165992.9201332
"KINGS","331500010107","PS 107 JOHN W KIMBALL","NEW YORK CITY GEOGRAPHIC DISTRICT #15","Proficient",7.333,1,1,0,5.667,11.333,6,75,2,13,52.667,8.333,0,25.333,477.667,4.667,12.144,12.936,132706.714,54451907.188,90,0,0.00627668927886969,0.014459509017006,8461961
"KINGS","331500860878","HELLENIC CLASSICAL CHARTER SCHOOL",NA,"Proficient",48.667,10,3.333,1,31.667,37.333,2,26,2,9.333,53,59.333,0.333,24.333,420.333,1,12.243,22.428,155996.226,49505.948,81.883,1,0.00627668927886969,0.014459509017006,392703.483425481
"NASSAU","280220030003","WAVERLY PARK SCHOOL","LYNBROOK UNION FREE SCHOOL DISTRICT","Proficient",3,0,0,0,1,10.667,3,85.333,0,7,51.667,4.667,0.5,20.667,212,0,14.133,34.608,215680.682,355542.453,83.47,0,0.00141715697438313,0.0106720145400836,17654
"ROCKLAND","500308030011","LINCOLN AVENUE SCHOOL","PEARL RIVER UNION FREE SCHOOL DISTRICT","Proficient",10,0.667,0,0,0,14.333,4,80.667,0.333,5.333,46.333,13,0,22.667,188.667,0,15.722,13.2,123127,317157.244,98.359,0,0.00284801386331875,0.0122543803279727,15733
"SARATOGA","520601080001","EDINBURG COMMON SCHOOL","EDINBURG COMMON SCHOOL DISTRICT","Proficient",49.667,1,0,0,0.667,0.667,0.667,97.333,0,13,37.667,58.667,0,9.667,64.333,0,6.031,14.969,140805.943,43088.083,89.594,0,0.00100120482463355,0.0119477701852585,1474
"SARATOGA","520302060007","KARIGON ELEMENTARY SCHOOL","SHENENDEHOWA CENTRAL SCHOOL DISTRICT","Proficient",6,1,1,0,2.667,3,8.333,81,4.667,7.667,47,8,0,22.667,390,0,13.605,25.426,29800.006,391425.641,90,0,0.00100120482463355,0.0119477701852585,65285
"NASSAU","280221030004","RIVERSIDE SCHOOL","ROCKVILLE CENTRE UNION FREE SCHOOL DISTRICT","Proficient",18.667,1,4,0,6.333,28.333,3,58,4.333,15,48.333,21,1.667,17,147.667,0,9.63,14.5,153563,719884.876,85.665,0,0.00141715697438313,0.0106720145400836,22409
"QUEENS","342600010133","PS 133","NEW YORK CITY GEOGRAPHIC DISTRICT #26","Proficient",51.333,11.667,8.667,1.333,6.333,17.333,61,13,1.333,22.667,47,63,0,28.667,333.333,8.667,10.309,21.23,88548.345,78029583,88.208,0,0.00464932850969108,0.0126289441911748,8461961
"QUEENS","342600010173","PS 173 FRESH MEADOW","NEW YORK CITY GEOGRAPHIC DISTRICT #26","Proficient",46,13,11,0.333,1,11,58,27.667,1.667,14.667,48.667,59,0,29.667,766.333,2.667,14.551,27.95,134387.398,33940662.462,88.569,0,0.00464932850969108,0.0126289441911748,8461961
"NASSAU","280211030007","SCHOOL 9E-BOARDMAN ELEM SCHOOL","OCEANSIDE UNION FREE SCHOOL DISTRICT","Proficient",3.667,1,1.667,0,1.333,7,3.333,87,1.333,9.333,50.333,5.333,1,19,315.333,0,13.912,44.357,122644.341,453215.645,87.034,0,0.00141715697438313,0.0106720145400836,35487
"ROCKLAND","500101060006","LAUREL PLAINS ELEMENTARY SCHOOL","CLARKSTOWN CENTRAL SCHOOL DISTRICT","Proficient",8,1.667,2,0,2,15.333,13.667,67,1.667,14.667,46.667,11.667,0,19.667,306.667,1.333,10.455,30.898,81443.285,614236.957,96,0,0.00284801386331875,0.0122543803279727,49698
"QUEENS","342500010209","PS 209 CLEARVIEW GARDENS","NEW YORK CITY GEOGRAPHIC DISTRICT #25","Proficient",24.667,11,5.667,0.667,1,17.667,38.667,39.667,3,18.333,49,35.667,0,26,501.667,5,13.087,9.607,174068.973,51846899.003,89.314,0,0.00464932850969108,0.0126289441911748,8461961
"WESTCHESTER","662001030001","EDGEWOOD SCHOOL","SCARSDALE UNION FREE SCHOOL DISTRICT","Proficient",0,0,6.333,0,0.667,7.333,28.667,56.667,6.333,8,45.667,0,0,20.333,345.667,0,10.582,31.553,69256.748,403805.207,93.338,0,0.00217533730418714,0.0107248132278337,18342
"TOMPKINS","610600010011","NORTHEAST SCHOOL","ITHACA CITY SCHOOL DISTRICT","Proficient",18.333,9.667,16.333,0.667,7,3.333,34.667,44.333,10.667,8,45.333,31.333,0,19.333,302.333,0,9.547,31.94,146806.229,382600.882,91.5,0,0.00121801511489623,0.0209556143783328,67706
"WESTCHESTER","660303030003","BRONXVILLE ELEMENTARY SCHOOL","BRONXVILLE UNION FREE SCHOOL DISTRICT","Proficient",0,0,1,0,1,6.333,7,80.667,5.667,8,46.333,0,0,21.667,647.333,0,11.77,44.934,152988.852,70983.522,88.936,0,0.00217533730418714,0.0107248132278337,6395
"KINGS","331700010249","PS 249 CATON (THE)","NEW YORK CITY GEOGRAPHIC DISTRICT #17","Proficient",67.667,1.333,25,0.333,40.667,49.667,5.667,3.667,0,18,49,69,0,26.333,709,4.667,13.294,26.326,155860.922,36685276.446,78.942,0,0.00627668927886969,0.014459509017006,8461961
"KINGS","332000010310","SCHOOL FOR FUTURE LEADERS (THE)","NEW YORK CITY GEOGRAPHIC DISTRICT #20","Proficient",91,5.333,63,0,1,9,83.667,6.667,0,12.333,46,96.333,0,29,356,3.667,12,40.904,209620.003,73061407.303,91.204,0,0.00627668927886969,0.014459509017006,8461961
"QUEENS","342600010158","MS 158 MARIE CURIE","NEW YORK CITY GEOGRAPHIC DISTRICT #26","Proficient",41.667,14.333,6.667,0,4,13.667,62,20,0,13.333,48,55.667,0,33.667,1074,1,17.607,29.96,154165.216,24217747.672,82.1,0,0.00464932850969108,0.0126289441911748,8461961
"KINGS","331700011590","MEDGAR EVERS COLLEGE PREPARATORY SCHOOL","NEW YORK CITY GEOGRAPHIC DISTRICT #17","Proficient",60.667,11.333,0.667,0.667,90.333,4,2.667,0.333,1.667,4.333,54.667,72,0.333,27.556,1249.667,11,21.423,20.63,189838.528,20813439.05,84.12,0,0.00627668927886969,0.014459509017006,8461961
"BRONX","320900860980","SUCCESS ACADEMY CHARTER SCHOOL-BRONX 2",NA,"Proficient",79.333,8,8,0,61.333,36.333,1,1,0,14,45.667,72.333,6.667,28.667,443.333,12,12.667,14.246,126829.653,46937.594,85.87,1,0.00911660408481436,0.0160715764710795,4027821.74100545
"ERIE","141601060003","CHARLOTTE AVENUE ELEMENTARY SCHOOL","HAMBURG CENTRAL SCHOOL DISTRICT","Proficient",17,4,0,0,0,2,1,95.333,2,13.667,48.333,24,0.333,18.667,212.333,0,9.953,26.882,82750.473,319012.559,83.881,0,0.0041347794072196,0.0247089073220775,25268
"SUFFOLK","581004020001","FISHERS ISLAND SCHOOL","FISHERS ISLAND UNION FREE SCHOOL DISTRICT","Proficient",0,0,0,0,0,1.667,1,96.667,0,15.333,52.333,0,6,7.829,68,8,4.857,36.4,168840,53058.824,96.125,0,0.00122526082516204,0.0147749527744588,303
"QUEENS","342600010216","JHS 216 GEORGE J RYAN","NEW YORK CITY GEOGRAPHIC DISTRICT #26","Proficient",54.667,11.667,8.667,1,5.667,10,69.667,13.333,0.667,11.333,48.667,66.333,0,35.25,1377.667,8,19.223,30.157,47303.051,18879647.472,84.478,0,0.00464932850969108,0.0126289441911748,8461961
"NASSAU","280207020002","SHORE ROAD SCHOOL","BELLMORE UNION FREE SCHOOL DISTRICT","Proficient",5,0,2.333,0,1,7,5.667,86.333,0,14,48,5.667,0.333,23,313.333,0,14.03,27.025,119192.794,91461.702,89.769,0,0.00141715697438313,0.0106720145400836,6514351.80185482
"ERIE","140801060005","SHERIDAN HILL ELEMENTARY SCHOOL","CLARENCE CENTRAL SCHOOL DISTRICT","Proficient",5.667,0.333,2.667,0,0.667,3,8,85,2.333,10.333,47.667,8,0.5,23,446.667,0,12.762,35.09,180879.37,149507.463,86.345,0,0.0041347794072196,0.0247089073220775,29067
"WESTCHESTER","661800010003","OSBORN SCHOOL","RYE CITY SCHOOL DISTRICT","Proficient",1.667,0.333,5.333,0,0.667,5,12,81.333,2,5.333,48.333,2,0,20,509,0,12.216,15.605,42215.733,161416.503,95.179,0,0.00217533730418714,0.0107248132278337,14861
"KINGS","333200860906","ACHIEVEMENT FIRST BUSHWICK CHARTER SCHOOL",NA,"Proficient",69.333,9.667,7,0,41.667,56.667,1,0,0,15.333,49.667,86.333,12,29.722,921,11,12.446,38.826,197787.503,22593.92,83.211,1,0.00627668927886969,0.014459509017006,6432750.58536534
"NASSAU","280517030008","WOODLAND AVENUE SCHOOL","HICKSVILLE UNION FREE SCHOOL DISTRICT","Proficient",18.333,5.667,6,0,1,22,34.333,41.667,1,7.333,46,26,0,19.667,269.333,0,11.38,34.169,199193.235,447709.158,92.968,0,0.00141715697438313,0.0106720145400836,41387
"QUEENS","342500010163","PS 163 FLUSHING HEIGHTS","NEW YORK CITY GEOGRAPHIC DISTRICT #25","Proficient",68,11,41,0,3.333,15,78.667,2.667,0,15,46.667,79,0,25.333,496.333,1.667,13.661,29.214,103615.49,52404018.133,88.878,0,0.00464932850969108,0.0126289441911748,8461961
"KINGS","332000010229","PS 229 DYKER","NEW YORK CITY GEOGRAPHIC DISTRICT #20","Proficient",43.667,11,9.333,0,1,11,53,34,1,15.667,49,54.667,0,29.467,1003.333,1.333,15.436,30.608,136598.335,25923449.502,85.453,0,0.00627668927886969,0.014459509017006,8461961
"KINGS","331500860878","HELLENIC CLASSICAL CHARTER SCHOOL",NA,"Proficient",48.667,10,3.333,1,31.667,37.333,2,26,2,9.333,53,59.333,0.333,24.333,420.333,1,12.243,22.428,155996.226,49505.948,81.883,1,0.00627668927886969,0.014459509017006,392703.483425481
