ENTITY_CD,ENTITY_NAME,YEAR,PK,PKHALF,PKFULL,KHALF,KFULL,1,2,3,4,5,6,7,8,9,10,11,12,UGE,UGS
280252070005,NEW HYDE PARK MEMORIAL HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,232,267,244,267,296,281,0,74
280224020003,ROBERT W CARBONARO SCHOOL,2015,0,0,0,0,66,50,51,60,42,68,68,0,0,0,0,0,0,3,0
280224020004,WILLIAM L BUCK SCHOOL,2015,0,0,0,0,43,35,45,48,55,56,47,0,0,0,0,0,0,0,0
280225020000,MERRICK UNION FREE SCHOOL DISTRICT,2015,0,0,0,0,200,199,200,195,230,206,240,0,0,0,0,0,0,12,0
280225020001,BIRCH SCHOOL,2015,0,0,0,0,65,72,69,63,81,79,79,0,0,0,0,0,0,7,0
280225020002,NORMAN J LEVY LAKESIDE SCHOOL,2015,0,0,0,0,71,75,62,74,80,72,99,0,0,0,0,0,0,5,0
280252070006,SEWANHAKA HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,264,248,277,270,287,251,0,4
280253070000,BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT,2014,0,,,0,0,0,0,0,0,0,0,884,950,904,910,984,1012,0,52
280253070002,GRAND AVENUE MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,463,491,0,0,0,0,0,3
280253070004,MERRICK AVENUE MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,421,459,0,0,0,0,0,3
280225020003,CHATTERTON SCHOOL,2015,0,0,0,0,64,52,69,58,69,55,62,0,0,0,0,0,0,0,0
280226030000,ISLAND TREES UNION FREE SCHOOL DISTRICT,2015,0,0,0,0,128,165,148,152,193,158,191,201,159,180,182,197,206,3,2
280226030002,ISLAND TREES MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,158,191,201,159,0,0,0,0,0,1
280226030003,MICHAEL F STOKES SCHOOL,2015,0,0,0,0,0,0,148,152,193,0,0,0,0,0,0,0,0,3,0
280226030004,J FRED SPARKE SCHOOL,2015,0,0,0,0,128,165,0,0,0,0,0,0,0,0,0,0,0,0,0
280253070005,SANFORD H CALHOUN HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,313,318,328,347,0,17
280253070006,WELLINGTON C MEPHAM HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,290,321,345,353,0,19
280253070007,JOHN F KENNEDY HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,301,271,311,312,0,10
280300010000,LONG BEACH CITY SCHOOL DISTRICT,2014,222,,,0,264,258,267,240,218,263,234,251,257,324,321,314,310,9,31
280300010002,EAST ELEMENTARY SCHOOL,2014,0,,,0,64,67,66,61,56,45,0,0,0,0,0,0,0,0,0
280226030006,ISLAND TREES HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,180,182,197,206,0,1
280227030000,WEST HEMPSTEAD UNION FREE SCHOOL DISTRICT,2015,0,0,0,0,129,159,120,133,133,159,159,156,168,202,195,202,198,4,1
280227030002,CORNWELL AVENUE SCHOOL,2015,0,0,0,0,0,57,59,59,64,84,0,0,0,0,0,0,0,0,0
280227030003,CHESTNUT STREET SCHOOL,2015,0,0,0,0,129,4,0,0,0,0,0,0,0,0,0,0,0,4,0
280300010003,LIDO ELEMENTARY SCHOOL,2014,216,,,0,70,64,67,58,52,82,0,0,0,0,0,0,0,0,0
280300010004,WEST ELEMENTARY SCHOOL,2014,0,,,0,66,64,67,56,47,66,0,0,0,0,0,0,0,3,0
280300010005,LINDELL BOULEVARD SCHOOL,2014,0,,,0,64,63,67,65,63,70,0,0,0,0,0,0,0,0,0
280300010006,LONG BEACH MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,234,251,257,0,0,0,0,6,2
280300010008,LONG BEACH SENIOR HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,324,321,314,310,0,29
280227030004,WEST HEMPSTEAD MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,159,156,168,0,0,0,0,0,0
280227030005,WEST HEMPSTEAD HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,202,195,202,198,0,1
280227030006,GEORGE WASHINGTON SCHOOL,2015,0,0,0,0,0,98,61,74,69,75,0,0,0,0,0,0,0,0,0
280229020000,NORTH MERRICK UNION FREE SCHOOL DISTRICT,2015,0,0,0,0,150,163,174,186,176,164,190,0,0,0,0,0,0,0,0
280401030000,WESTBURY UNION FREE SCHOOL DISTRICT,2014,286,,,0,421,454,448,356,354,353,352,352,310,333,325,284,344,0,0
280401030001,PARK AVENUE SCHOOL,2014,0,,,0,0,445,448,0,0,0,0,0,0,0,0,0,0,0,0
280401030002,DREXEL AVENUE SCHOOL,2014,0,,,0,0,0,0,185,167,175,0,0,0,0,0,0,0,0,0
280401030003,DRYDEN STREET SCHOOL,2014,0,,,0,421,9,0,0,0,0,0,0,0,0,0,0,0,0,0
280229020001,CAMP AVENUE SCHOOL,2015,0,0,0,0,61,58,64,73,67,76,68,0,0,0,0,0,0,0,0
280229020002,HAROLD D FAYETTE SCHOOL,2015,0,0,0,0,30,42,38,47,38,32,42,0,0,0,0,0,0,0,0
280229020003,OLD MILL ROAD SCHOOL,2015,0,0,0,0,59,63,72,66,71,56,80,0,0,0,0,0,0,0,0
280230020000,VALLEY STREAM 30 UNION FREE SCHOOL DISTRICT,2015,0,0,0,0,205,224,209,235,215,246,202,0,0,0,0,0,0,10,1
280230020001,CLEARSTREAM AVENUE SCHOOL,2015,0,0,0,0,48,50,49,68,59,71,71,0,0,0,0,0,0,0,0
280401030005,POWELLS LANE SCHOOL,2014,0,,,0,0,0,0,171,187,178,0,0,0,0,0,0,0,0,0
280401030006,WESTBURY MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,352,352,310,0,0,0,0,0,0
280401030007,WESTBURY HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,333,325,284,344,0,0
280402030000,EAST WILLISTON UNION FREE SCHOOL DISTRICT,2014,0,,,0,105,107,119,108,136,138,149,132,145,135,142,160,170,0,7
280402030001,NORTH SIDE SCHOOL,2014,0,,,0,105,107,119,108,136,0,0,0,0,0,0,0,0,0,0
280230020002,FOREST ROAD SCHOOL,2015,0,0,0,0,37,52,53,45,49,61,48,0,0,0,0,0,0,10,1
280230020003,SHAW AVENUE SCHOOL,2015,0,0,0,0,120,122,107,122,107,114,83,0,0,0,0,0,0,0,0
280231020000,ISLAND PARK UNION FREE SCHOOL DISTRICT,2015,61,0,61,0,71,74,97,76,70,68,60,83,79,0,0,0,0,7,0
280231020001,ISLAND PARK LINCOLN ORENS MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,68,60,83,79,0,0,0,0,0,0
280402030002,WILLETS ROAD SCHOOL,2014,0,,,0,0,0,0,0,0,138,149,132,0,0,0,0,0,0,0
280402030003,WHEATLEY SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,145,135,142,160,170,0,7
280403030000,ROSLYN UNION FREE SCHOOL DISTRICT,2014,19,,,0,203,192,234,248,248,224,271,246,252,261,224,260,269,6,12
280403030004,EAST HILLS ELEMENTARY SCHOOL,2014,0,,,0,0,0,129,146,136,118,0,0,0,0,0,0,0,2,0
280231020003,FRANCIS X HEGARTY ELEMENTARY SCHOOL,2015,61,0,61,0,71,74,97,76,70,0,0,0,0,0,0,0,0,7,0
280251070000,VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT,2015,0,0,0,0,0,0,0,0,0,0,0,682,722,759,774,763,747,0,39
280251070001,VALLEY STREAM MEMORIAL JUNIOR HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,286,292,318,0,0,0,0,0
280251070002,VALLEY STREAM NORTH HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,206,220,221,220,209,206,0,0
280251070003,VALLEY STREAM SOUTH HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,190,210,220,204,202,211,0,39
280403030006,ROSLYN HEIGHTS ELEMENTARY SCHOOL,2014,19,,,0,203,106,0,0,0,0,0,0,0,0,0,0,0,1,0
280403030007,HARBOR HILL SCHOOL,2014,0,,,0,0,86,105,102,112,106,0,0,0,0,0,0,0,0,0
280403030008,ROSLYN HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,1,261,224,259,269,2,10
280403030009,ROSLYN MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,271,246,251,0,0,1,0,1,2
280404030000,PORT WASHINGTON UNION FREE SCHOOL DISTRICT,2014,175,,,0,400,441,383,382,414,378,405,387,403,384,388,367,403,3,3
280251070004,VALLEY STREAM CENTRAL HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,352,330,0,0
280252070000,SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT,2015,0,0,0,0,0,0,0,0,0,0,0,1277,1329,1296,1290,1373,1393,0,119
280252070002,ELMONT MEMORIAL HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,258,275,273,288,314,318,0,13
280252070003,FLORAL PARK MEMORIAL HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,237,259,217,202,239,257,0,12
280404030002,GUGGENHEIM ELEMENTARY SCHOOL,2014,0,,,0,100,103,100,63,77,79,0,0,0,0,0,0,0,3,0
280404030004,MANORHAVEN ELEMENTARY SCHOOL,2014,0,,,0,87,78,63,74,74,57,0,0,0,0,0,0,0,0,0
280404030005,JOHN J DALY ELEMENTARY SCHOOL,2014,69,,,0,54,73,70,81,85,75,0,0,0,0,0,0,0,0,0
280404030006,SOUTH SALEM ELEMENTARY SCHOOL,2014,0,,,0,67,87,57,59,83,69,0,0,0,0,0,0,0,0,0
280252070004,H FRANK CAREY HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,265,294,263,274,276,251,0,10
280252070005,NEW HYDE PARK MEMORIAL HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,266,234,284,251,269,297,0,80
280252070006,SEWANHAKA HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,251,267,259,275,275,270,0,4
280253070000,BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT,2015,0,0,0,0,0,0,0,0,0,0,0,882,878,909,925,908,1008,1,49
280253070002,GRAND AVENUE MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,458,458,0,0,0,0,0,4
280404030007,JOHN PHILIP SOUSA ELEMENTARY SCHOOL,2014,0,,,0,92,100,93,105,95,98,0,0,0,0,0,0,0,0,0
280404030008,CARRIE PALMER WEBER MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,405,387,403,0,0,0,0,0,0
280404030009,PAUL D SCHREIBER SENIOR HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,384,388,367,403,0,3
280405020000,NEW HYDE PARK-GARDEN CITY PARK UNION FREE SCHOOL DISTRICT,2014,55,,,0,243,215,240,225,242,240,247,0,0,0,0,0,0,10,0
280253070004,MERRICK AVENUE MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,424,420,0,0,0,0,1,1
280253070005,SANFORD H CALHOUN HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,323,315,318,342,0,18
280253070006,WELLINGTON C MEPHAM HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,295,305,317,353,0,18
280253070007,JOHN F KENNEDY HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,291,305,273,313,0,8
280405020001,GARDEN CITY PARK SCHOOL,2014,0,,,0,39,37,40,41,44,34,35,0,0,0,0,0,0,2,0
280405020002,NEW HYDE PARK ROAD SCHOOL,2014,0,,,0,75,67,72,59,84,72,75,0,0,0,0,0,0,2,0
280405020003,HILLSIDE GRADE SCHOOL,2014,0,,,0,84,67,80,74,60,69,76,0,0,0,0,0,0,6,0
280405020004,MANOR OAKS WILLIAM BOWIE SCHOOL,2014,0,,,0,45,44,48,51,54,65,61,0,0,0,0,0,0,0,0
280406030000,MANHASSET UNION FREE SCHOOL DISTRICT,2014,0,,,213,0,217,209,226,267,253,302,279,298,282,277,234,219,5,9
280300010000,LONG BEACH CITY SCHOOL DISTRICT,2015,231,231,0,0,259,266,254,279,243,225,272,244,261,314,330,328,321,11,32
280300010002,EAST ELEMENTARY SCHOOL,2015,0,0,0,0,63,65,70,65,60,58,0,0,0,0,0,0,0,0,0
280300010003,LIDO ELEMENTARY SCHOOL,2015,214,214,0,0,63,68,60,70,60,56,0,0,0,0,0,0,0,1,0
280300010004,WEST ELEMENTARY SCHOOL,2015,0,0,0,0,70,64,62,69,55,48,0,0,0,0,0,0,0,1,0
280406030002,MANHASSET SECONDARY SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,282,277,234,219,0,7
280406030003,MUNSEY PARK ELEMENTARY SCHOOL,2014,0,,,110,0,112,112,124,137,134,164,0,0,0,0,0,0,0,0
280406030004,SHELTER ROCK ELEMENTARY SCHOOL,2014,0,,,103,0,105,97,102,130,119,138,0,0,0,0,0,0,5,0
280406030005,MANHASSET MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,279,298,0,0,0,0,0,2
280407030000,GREAT NECK UNION FREE SCHOOL DISTRICT,2014,242,,,0,403,404,398,406,460,467,484,509,538,568,572,562,563,12,32
280300010005,LINDELL BOULEVARD SCHOOL,2015,0,0,0,0,63,69,62,75,68,63,1,0,0,0,0,0,0,0,0
280300010006,LONG BEACH MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,271,244,261,0,0,0,0,9,1
280300010008,LONG BEACH SENIOR HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,314,330,328,321,0,31
280401030000,WESTBURY UNION FREE SCHOOL DISTRICT,2015,255,223,32,0,392,453,445,429,356,355,347,355,353,333,355,317,354,0,0
280407030006,E M BAKER SCHOOL,2014,0,,,0,105,100,94,91,103,107,0,0,0,0,0,0,0,0,0
280407030007,JOHN F KENNEDY SCHOOL,2014,0,,,0,67,81,65,88,100,77,0,0,0,0,0,0,0,2,0
280407030008,LAKEVILLE ELEMENTARY SCHOOL,2014,0,,,0,0,135,140,150,160,184,0,0,0,0,0,0,0,0,0
280407030009,EARLY CHILDHOOD CENTER,2014,232,,,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280401030001,PARK AVENUE SCHOOL,2015,0,0,0,0,0,442,445,0,0,0,0,0,0,0,0,0,0,0,0
280401030002,DREXEL AVENUE SCHOOL,2015,0,0,0,0,0,0,0,219,174,169,0,0,0,0,0,0,0,0,0
280401030003,DRYDEN STREET SCHOOL,2015,0,0,0,0,392,11,0,0,0,0,0,0,0,0,0,0,0,0,0
280401030005,POWELLS LANE SCHOOL,2015,0,0,0,0,0,0,0,210,182,186,0,0,0,0,0,0,0,0,0
280401030006,WESTBURY MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,347,355,353,0,0,0,0,0,0
280407030010,SADDLE ROCK SCHOOL,2014,0,,,0,99,88,99,77,97,99,0,0,0,0,0,0,0,9,0
280407030012,GREAT NECK NORTH MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,228,262,248,0,0,0,0,1,5
280407030013,GREAT NECK SOUTH MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,256,247,290,0,0,0,0,0,1
280407030014,GREAT NECK SOUTH HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,287,306,299,322,0,0
280407030015,GREAT NECK NORTH HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,278,255,257,221,0,26
280401030007,WESTBURY HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,333,355,317,354,0,0
280402030000,EAST WILLISTON UNION FREE SCHOOL DISTRICT,2015,0,0,0,0,89,114,119,121,114,146,145,151,139,145,135,143,160,0,9
280402030001,NORTH SIDE SCHOOL,2015,0,0,0,0,89,114,119,121,114,0,0,0,0,0,0,0,0,0,0
280402030002,WILLETS ROAD SCHOOL,2015,0,0,0,0,0,0,0,0,0,146,145,151,0,0,0,0,0,0,0
280407030016,VILLAGE SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,3,11,6,20,0,0
280409030000,HERRICKS UNION FREE SCHOOL DISTRICT,2014,55,,,0,232,236,260,270,267,305,297,304,368,311,347,341,327,12,15
280409030001,CENTER STREET SCHOOL,2014,0,,,0,76,76,81,80,79,96,0,0,0,0,0,0,0,1,0
280409030002,DENTON AVENUE SCHOOL,2014,0,,,0,87,102,108,104,95,119,0,0,0,0,0,0,0,7,0
280402030003,WHEATLEY SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,139,145,135,143,160,0,9
280403030000,ROSLYN UNION FREE SCHOOL DISTRICT,2015,14,14,0,0,209,211,194,236,252,244,228,273,255,249,267,227,265,7,12
280403030004,EAST HILLS ELEMENTARY SCHOOL,2015,0,0,0,0,0,0,102,131,149,134,0,0,0,0,0,0,0,4,0
280403030006,ROSLYN HEIGHTS ELEMENTARY SCHOOL,2015,14,14,0,0,209,122,1,0,0,0,0,0,0,0,0,0,0,1,0
280403030007,HARBOR HILL SCHOOL,2015,0,0,0,0,0,89,91,105,103,110,0,0,0,0,0,0,0,0,0
280409030004,SEARINGTOWN SCHOOL,2014,0,,,0,69,58,71,86,93,90,0,0,0,0,0,0,0,0,0
280409030007,HERRICKS MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,297,302,368,1,0,0,0,4,3
280409030008,HERRICKS HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,2,0,310,347,341,327,0,12
280410030000,MINEOLA UNION FREE SCHOOL DISTRICT,2014,131,,,0,197,217,230,193,222,201,199,190,205,189,191,176,203,10,15
280410030002,HAMPTON STREET SCHOOL,2014,70,,,0,97,106,110,0,0,0,0,0,0,0,0,0,0,0,0
280403030008,ROSLYN HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,249,267,227,264,1,11
280403030009,ROSLYN MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,228,273,255,0,0,0,1,1,1
280404030000,PORT WASHINGTON UNION FREE SCHOOL DISTRICT,2015,175,102,73,0,404,422,441,380,385,419,371,415,384,408,392,384,362,6,3
280404030002,GUGGENHEIM ELEMENTARY SCHOOL,2015,0,0,0,0,103,111,99,88,64,83,0,0,0,0,0,0,0,6,0
280410030003,JACKSON AVENUE SCHOOL,2014,0,,,0,0,0,0,193,222,0,0,0,0,0,0,0,0,2,0
280410030004,MEADOW DRIVE SCHOOL,2014,61,,,0,100,111,120,0,0,0,0,0,0,0,0,0,0,0,0
280410030006,MINEOLA HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,205,189,191,176,203,0,13
280410030007,MINEOLA MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,201,199,190,0,0,0,0,0,8,2
280411030000,CARLE PLACE UNION FREE SCHOOL DISTRICT,2014,0,,,0,107,97,100,93,101,107,112,111,112,114,105,85,144,2,5
280404030004,MANORHAVEN ELEMENTARY SCHOOL,2015,0,0,0,0,84,87,78,64,75,71,0,0,0,0,0,0,0,0,0
280404030005,JOHN J DALY ELEMENTARY SCHOOL,2015,69,0,69,0,52,58,72,79,80,93,0,0,0,0,0,0,0,0,0
280404030006,SOUTH SALEM ELEMENTARY SCHOOL,2015,0,0,0,0,64,69,84,57,56,79,0,0,0,0,0,0,0,0,0
280404030007,JOHN PHILIP SOUSA ELEMENTARY SCHOOL,2015,0,0,0,0,101,97,108,92,110,93,0,0,0,0,0,0,0,0,0
280411030001,CHERRY LANE SCHOOL,2014,0,,,0,107,97,100,0,0,0,0,0,0,0,0,0,0,0,0
280411030002,RUSHMORE AVENUE SCHOOL,2014,0,,,0,0,0,0,93,101,107,112,0,0,0,0,0,0,2,0
280411030003,CARLE PLACE MIDDLE SENIOR HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,111,112,114,105,85,144,0,5
280501060000,NORTH SHORE CENTRAL SCHOOL DISTRICT,2014,0,,,0,156,173,170,196,212,245,211,211,232,230,223,230,223,2,4
280404030008,CARRIE PALMER WEBER MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,371,415,384,0,0,0,0,0,0
280404030009,PAUL D SCHREIBER SENIOR HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,408,392,384,362,0,3
280405020000,NEW HYDE PARK-GARDEN CITY PARK UNION FREE SCHOOL DISTRICT,2015,55,55,0,0,210,244,224,246,234,243,251,0,0,0,0,0,0,7,0
280405020001,GARDEN CITY PARK SCHOOL,2015,0,0,0,0,37,38,40,40,39,41,35,0,0,0,0,0,0,0,0
280405020002,NEW HYDE PARK ROAD SCHOOL,2015,0,0,0,0,49,78,70,73,65,87,73,0,0,0,0,0,0,3,0
280501060001,GLEN HEAD ELEMENTARY SCHOOL,2014,0,,,0,49,59,66,66,84,99,0,0,0,0,0,0,0,0,0
280501060002,GLENWOOD LANDING ELEMENTARY SCHOOL,2014,0,,,0,60,57,56,66,75,65,0,0,0,0,0,0,0,0,0
280501060003,SEA CLIFF ELEMENTARY SCHOOL,2014,0,,,0,47,57,48,64,53,81,0,0,0,0,0,0,0,1,0
280501060004,NORTH SHORE SENIOR HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,230,223,230,223,0,4
280501060005,NORTH SHORE MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,211,211,232,0,0,0,0,1,0
280405020003,HILLSIDE GRADE SCHOOL,2015,0,0,0,0,82,83,68,82,77,62,75,0,0,0,0,0,0,4,0
280405020004,MANOR OAKS WILLIAM BOWIE SCHOOL,2015,0,0,0,0,42,45,46,51,53,53,68,0,0,0,0,0,0,0,0
280406030000,MANHASSET UNION FREE SCHOOL DISTRICT,2015,0,0,0,0,229,224,229,214,227,270,261,313,279,290,282,276,238,4,11
280406030002,MANHASSET SECONDARY SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,290,282,276,238,0,7
280502060000,SYOSSET CENTRAL SCHOOL DISTRICT,2014,0,,,0,378,418,396,462,509,490,502,456,561,535,520,541,582,9,14
280502060001,WALT WHITMAN ELEMENTARY SCHOOL,2014,0,,,0,36,34,35,41,58,38,0,0,0,0,0,0,0,0,0
280502060002,WILLITS ELEMENTARY SCHOOL,2014,0,,,0,48,61,42,61,63,61,0,0,0,0,0,0,0,3,0
280502060003,BERRY HILL ELEMENTARY SCHOOL,2014,0,,,0,56,64,55,69,61,86,0,0,0,0,0,0,0,0,0
280406030003,MUNSEY PARK ELEMENTARY SCHOOL,2015,0,0,0,0,119,118,112,123,120,137,137,0,0,0,0,0,0,0,0
280406030004,SHELTER ROCK ELEMENTARY SCHOOL,2015,0,0,0,0,110,106,117,91,107,133,124,0,0,0,0,0,0,4,0
280406030005,MANHASSET MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,313,279,0,0,0,0,0,4
280407030000,GREAT NECK UNION FREE SCHOOL DISTRICT,2015,246,246,0,0,376,419,413,409,426,475,500,490,513,569,591,591,563,12,31
280407030006,E M BAKER SCHOOL,2015,0,0,0,0,83,106,107,92,99,109,0,0,0,0,0,0,0,0,0
280502060004,BAYLIS ELEMENTARY SCHOOL,2014,0,,,0,53,66,70,66,73,79,0,0,0,0,0,0,0,0,0
280502060006,ROBBINS LANE ELEMENTARY SCHOOL,2014,0,,,0,57,73,85,76,109,74,0,0,0,0,0,0,0,3,0
280502060007,SOUTH GROVE ELEMENTARY SCHOOL,2014,0,,,0,71,66,51,77,71,81,0,0,0,0,0,0,0,0,0
280502060010,VILLAGE ELEMENTARY SCHOOL,2014,0,,,0,57,54,58,72,74,71,0,0,0,0,0,0,0,1,0
280502060011,H B THOMPSON MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,265,242,279,0,0,0,0,1,5
280407030007,JOHN F KENNEDY SCHOOL,2015,0,0,0,0,51,84,82,69,95,105,0,0,0,0,0,0,0,8,0
280407030008,LAKEVILLE ELEMENTARY SCHOOL,2015,0,0,0,0,0,126,136,154,158,169,0,0,0,0,0,0,0,0,0
280407030009,EARLY CHILDHOOD CENTER,2015,233,233,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280407030010,SADDLE ROCK SCHOOL,2015,0,0,0,0,97,103,88,94,74,92,0,0,0,0,0,0,0,3,0
280502060012,SOUTH WOODS MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,237,214,282,0,0,0,0,1,0
280502060014,SYOSSET SENIOR HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,535,520,541,582,0,9
280503060000,LOCUST VALLEY CENTRAL SCHOOL DISTRICT,2014,0,,,0,133,152,147,159,152,166,181,173,198,161,176,181,176,4,0
280503060001,BAYVILLE ELEMENTARY SCHOOL,2014,0,,,0,58,69,61,68,73,72,0,0,0,0,0,0,0,4,0
280503060002,LOCUST VALLEY MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,181,173,198,0,0,0,0,0,0
280407030012,GREAT NECK NORTH MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,244,228,257,0,0,0,0,1,6
280407030013,GREAT NECK SOUTH MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,256,262,256,0,0,0,0,0,0
280407030014,GREAT NECK SOUTH HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,303,296,318,301,0,0
280407030015,GREAT NECK NORTH HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,260,283,256,250,0,25
280503060003,LOCUST VALLEY HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,161,176,181,176,0,0
280503060004,LOCUST VALLEY ELEMENTARY SCHOOL,2014,0,,,0,75,83,86,91,79,94,0,0,0,0,0,0,0,0,0
280504060000,PLAINVIEW-OLD BETHPAGE CENTRAL SCHOOL DISTRICT,2014,0,,,0,330,374,332,371,359,383,392,372,437,345,379,364,375,21,23
280504060001,PASADENA ELEMENTARY SCHOOL,2014,0,,,0,0,80,95,89,71,0,0,0,0,0,0,0,0,0,0
280407030016,VILLAGE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,17,12,0,0
280409030000,HERRICKS UNION FREE SCHOOL DISTRICT,2015,55,55,0,0,238,260,250,273,287,271,321,296,301,357,318,349,341,10,12
280409030001,CENTER STREET SCHOOL,2015,0,0,0,0,74,88,81,91,88,79,0,0,0,0,0,0,0,0,0
280409030002,DENTON AVENUE SCHOOL,2015,0,0,0,0,89,101,108,109,106,97,0,0,0,0,0,0,0,0,0
280409030004,SEARINGTOWN SCHOOL,2015,0,0,0,0,75,71,61,73,93,95,0,0,0,0,0,0,0,10,0
280504060004,PARKWAY SCHOOL,2014,0,,,0,0,86,88,89,85,0,0,0,0,0,0,0,0,0,0
280504060006,H B MATTLIN MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,189,191,181,206,0,0,0,0,6,1
280504060010,PLAINVIEW-OLD BETHPAGE/JFK HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,345,379,364,375,0,19
280504060012,OLD BETHPAGE SCHOOL,2014,0,,,0,0,88,71,93,99,0,0,0,0,0,0,0,0,0,0
280504060014,PLAINVIEW-OLD BETHPAGE MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,194,201,191,231,0,0,0,0,3,3
