ENTITY_CD,ENTITY_NAME,YEAR,NUM_FREE_LUNCH,PER_FREE_LUNCH,NUM_REDUCED_LUNCH,PER_REDUCED_LUNCH,NUM_LEP,PER_LEP,NUM_AM_IND,PER_AM_IND,NUM_BLACK,PER_BLACK,NUM_HISP,PER_HISP,NUM_ASIAN,PER_ASIAN,NUM_WHITE,PER_WHITE,NUM_Multi,PER_Multi,NUM_SWD,PER_SWD,NUM_FEMALE,PER_FEMALE,NUM_MALE,PER_MALE,NUM_ECDIS,PER_ECDIS
500402060016,ELMWOOD ELEMENTARY SCHOOL,2016,342,75,21,5,149,33,0,0,113,25,267,58,24,5,51,11,3,1,146,32,211,46,247,54,424,93
500402060018,RAMAPO HIGH SCHOOL,2016,830,63,70,5,250,19,0,0,625,47,552,42,84,6,51,4,16,1,209,16,634,48,694,52,1051,79
500402060019,LIME KILN ELEMENTARY SCHOOL,2016,331,80,11,3,139,34,0,0,125,30,251,61,16,4,15,4,6,1,128,31,215,52,198,48,370,90
500402060023,ELDORADO ELEMENTARY SCHOOL,2016,386,78,25,5,137,28,0,0,153,31,312,63,14,3,12,2,4,1,135,27,264,53,231,47,439,89
510101040000,BRASHER FALLS CENTRAL SCHOOL DISTRICT,2016,497,51,83,8,0,0,40,4,6,1,20,2,5,1,902,92,10,1,142,14,459,47,524,53,605,62
510101040001,ST LAWRENCE MIDDLE SCHOOL,2016,152,49,32,10,0,0,16,5,3,1,7,2,1,0,281,91,0,0,38,12,152,49,156,51,191,62
510101040002,SAINT LAWRENCE ELEMENTARY SCHOOL,2016,188,56,25,7,0,0,8,2,1,0,4,1,1,0,316,93,8,2,58,17,161,48,177,52,225,67
510101040003,SAINT LAWRENCE HIGH SCHOOL,2016,157,47,26,8,0,0,16,5,2,1,9,3,3,1,305,91,2,1,46,14,146,43,191,57,189,56
510201060000,CANTON CENTRAL SCHOOL DISTRICT,2016,446,37,67,6,0,0,7,1,15,1,11,1,9,1,1144,94,26,2,235,19,586,48,626,52,521,43
510201060001,F S BANFORD ELEMENTARY SCHOOL,2016,193,45,23,5,0,0,2,0,2,0,5,1,6,1,403,93,15,3,81,19,215,50,218,50,221,51
510201060003,H C WILLIAMS SENIOR HIGH SCHOOL,2016,119,31,24,6,0,0,2,1,7,2,5,1,1,0,370,95,4,1,79,20,178,46,211,54,144,37
510201060004,J M MCKENNEY MIDDLE SCHOOL,2016,134,34,20,5,0,0,3,1,6,2,1,0,2,1,371,95,7,2,75,19,193,49,197,51,156,40
510401040000,CLIFTON-FINE CENTRAL SCHOOL DISTRICT,2016,163,60,16,6,0,0,3,1,5,2,9,3,4,1,242,89,9,3,56,21,132,49,140,51,182,67
510401040001,CLIFTON-FINE JUNIOR-SENIOR HIGH SCHOOL,2016,61,49,7,6,0,0,1,1,3,2,2,2,2,2,110,89,6,5,22,18,60,48,64,52,69,56
510401040002,CLIFTON-FINE ELEMENTARY SCHOOL,2016,102,69,9,6,0,0,2,1,2,1,7,5,2,1,132,89,3,2,34,23,72,49,76,51,113,76
510501040000,COLTON-PIERREPONT CENTRAL SCHOOL DISTRICT,2016,90,30,30,10,0,0,0,0,1,0,1,0,0,0,296,99,0,0,30,10,153,51,145,49,128,43
510501040001,COLTON-PIERREPONT CENTRAL SCHOOL,2016,90,30,30,10,0,0,0,0,1,0,1,0,0,0,296,99,0,0,30,10,153,51,145,49,128,43
511101060000,GOUVERNEUR CENTRAL SCHOOL DISTRICT,2016,787,51,124,8,9,1,2,0,12,1,26,2,3,0,1488,97,2,0,283,18,734,48,799,52,959,63
511101060005,GOUVERNEUR JUNIOR-SENIOR HIGH SCHOOL,2016,380,45,72,9,3,0,2,0,9,1,15,2,2,0,811,96,2,0,173,21,415,49,426,51,475,56
511101060006,EAST SIDE ELEMENTARY SCHOOL,2016,244,56,31,7,5,1,0,0,1,0,2,0,1,0,428,99,0,0,62,14,200,46,232,54,291,67
511101060007,WEST SIDE ELEMENTARY SCHOOL,2016,163,63,21,8,1,0,0,0,2,1,9,3,0,0,249,96,0,0,48,18,119,46,141,54,193,74
511201040000,HAMMOND CENTRAL SCHOOL DISTRICT,2016,123,44,35,13,0,0,1,0,0,0,0,0,0,0,279,100,0,0,54,19,142,51,138,49,157,56
511201040001,HAMMOND CENTRAL SCHOOL,2016,123,44,35,13,0,0,1,0,0,0,0,0,0,0,279,100,0,0,54,19,142,51,138,49,157,56
511301040000,HERMON-DEKALB CENTRAL SCHOOL DISTRICT,2016,136,36,24,6,0,0,0,0,12,3,6,2,0,0,363,95,0,0,54,14,178,47,203,53,230,60
511301040002,HERMON-DEKALB CENTRAL SCHOOL,2016,136,36,24,6,0,0,0,0,12,3,6,2,0,0,363,95,0,0,54,14,178,47,203,53,230,60
511602040000,LISBON CENTRAL SCHOOL DISTRICT,2016,187,35,44,8,5,1,0,0,0,0,6,1,0,0,529,98,3,1,37,7,274,51,264,49,240,45
511602040002,LISBON CENTRAL SCHOOL,2016,187,35,44,8,5,1,0,0,0,0,6,1,0,0,529,98,3,1,37,7,274,51,264,49,240,45
511901040000,MADRID-WADDINGTON CENTRAL SCHOOL DISTRICT,2016,234,36,56,9,0,0,3,0,5,1,10,2,2,0,623,97,2,0,70,11,339,53,306,47,299,46
511901040001,MADRID-WADDINGTON JUNIOR-SENIOR HIGH SCHOOL,2016,112,31,39,11,0,0,3,1,3,1,3,1,2,1,353,97,1,0,42,12,194,53,171,47,154,42
511901040004,MADRID-WADDINGTON ELEMENTARY SCHOOL,2016,122,44,17,6,0,0,0,0,2,1,7,3,0,0,270,96,1,0,28,10,145,52,135,48,145,52
512001060000,MASSENA CENTRAL SCHOOL DISTRICT,2016,1363,52,168,6,0,0,245,9,37,1,42,2,16,1,2284,87,5,0,460,17,1329,51,1300,49,1556,59
512001060001,JEFFERSON ELEMENTARY SCHOOL,2016,284,63,28,6,0,0,36,8,8,2,6,1,6,1,391,87,2,0,86,19,227,51,222,49,314,70
512001060004,MADISON ELEMENTARY SCHOOL,2016,300,66,21,5,0,0,16,4,7,2,5,1,1,0,427,94,0,0,100,22,222,49,234,51,323,71
512001060005,NIGHTENGALE ELEMENTARY SCHOOL,2016,205,45,31,7,0,0,22,5,6,1,8,2,1,0,411,91,3,1,83,18,224,50,227,50,244,54
512001060008,MASSENA SENIOR HIGH SCHOOL,2016,363,43,57,7,0,0,127,15,10,1,17,2,5,1,676,81,0,0,126,15,436,52,399,48,427,51
512001060009,J WILLIAM LEARY JUNIOR HIGH SCHOOL,2016,211,48,31,7,0,0,44,10,6,1,6,1,3,1,379,87,0,0,65,15,220,50,218,50,248,57
512101040000,MORRISTOWN CENTRAL SCHOOL DISTRICT,2016,147,49,31,10,0,0,0,0,0,0,1,0,0,0,293,99,3,1,28,9,156,53,141,47,180,61
512101040001,MORRISTOWN CENTRAL SCHOOL,2016,147,49,31,10,0,0,0,0,0,0,1,0,0,0,293,99,3,1,28,9,156,53,141,47,180,61
512201040000,NORWOOD-NORFOLK CENTRAL SCHOOL DISTRICT,2016,499,51,63,6,0,0,14,1,6,1,9,1,4,0,938,95,15,2,147,15,525,53,461,47,598,61
512201040001,NORWOOD-NORFOLK SCHOOL,2016,122,43,21,7,0,0,6,2,5,2,2,1,3,1,265,93,4,1,46,16,154,54,131,46,155,54
512201040002,NORWOOD-NORFOLK ELEMENTARY SCHOOL,2016,228,56,26,6,0,0,2,0,0,0,2,0,0,0,395,98,6,1,56,14,227,56,178,44,268,66
512201040003,NORWOOD-NORFOLK MIDDLE SCHOOL,2016,149,50,16,5,0,0,6,2,1,0,5,2,1,0,278,94,5,2,45,15,144,49,152,51,175,59
512300010000,OGDENSBURG CITY SCHOOL DISTRICT,2016,813,52,144,9,1,0,2,0,11,1,5,0,8,1,1550,98,2,0,252,16,745,47,833,53,979,62
512300010002,JOHN F KENNEDY SCHOOL,2016,334,52,45,7,1,0,0,0,3,0,3,0,5,1,631,98,2,0,109,17,314,49,330,51,382,59
512300010004,MADILL SCHOOL,2016,186,64,22,8,0,0,0,0,0,0,0,0,0,0,291,100,0,0,45,15,133,46,158,54,214,74
512300010009,OGDENSBURG FREE ACADEMY,2016,293,46,77,12,0,0,2,0,8,1,2,0,3,0,628,98,0,0,98,15,298,46,345,54,383,60
512404040000,HEUVELTON CENTRAL SCHOOL DISTRICT,2016,216,46,18,4,0,0,1,0,7,1,3,1,1,0,459,97,1,0,46,10,228,48,244,52,237,50
512404040001,HEUVELTON CENTRAL SCHOOL,2016,216,46,18,4,0,0,1,0,7,1,3,1,1,0,459,97,1,0,46,10,228,48,244,52,237,50
512501040000,PARISHVILLE-HOPKINTON CENTRAL SCHOOL DISTRICT,2016,169,39,22,5,0,0,0,0,0,0,0,0,1,0,431,100,0,0,58,13,218,50,214,50,205,47
512501040002,PARISHVILLE-HOPKINTON ELEMENTARY SCHOOL,2016,94,44,11,5,0,0,0,0,0,0,0,0,0,0,216,100,0,0,28,13,105,49,111,51,111,51
512501040004,PARISHVILLE-HOPKINTON JUNIOR-SENIOR HIGH SCHOOL,2016,75,35,11,5,0,0,0,0,0,0,0,0,1,0,215,100,0,0,30,14,113,52,103,48,94,44
512902060000,POTSDAM CENTRAL SCHOOL DISTRICT,2016,437,35,54,4,13,1,2,0,21,2,21,2,38,3,1170,92,14,1,177,14,566,45,700,55,503,40
512902060002,LAWRENCE AVENUE ELEMENTARY SCHOOL,2016,210,41,24,5,11,2,2,0,3,1,9,2,10,2,480,94,7,1,64,13,221,43,290,57,238,47
512902060003,POTSDAM SENIOR HIGH SCHOOL,2016,102,29,12,3,0,0,0,0,9,3,6,2,14,4,322,91,3,1,48,14,168,47,186,53,118,33
512902060004,A A KINGSTON MIDDLE SCHOOL,2016,125,31,18,4,2,0,0,0,9,2,6,1,14,3,368,92,4,1,65,16,177,44,224,56,147,37
513102040000,EDWARDS-KNOX CENTRAL SCHOOL DISTRICT,2016,336,59,53,9,0,0,7,1,4,1,8,1,2,0,539,95,6,1,130,23,265,47,301,53,411,73
513102040001,EDWARDS-KNOX ELEMENTARY SCHOOL,2016,194,66,27,9,0,0,2,1,0,0,5,2,0,0,286,97,3,1,63,21,127,43,169,57,231,78
513102040002,EDWARDS-KNOX JUNIOR-SENIOR HIGH SCHOOL,2016,142,53,26,10,0,0,5,2,4,1,3,1,2,1,253,94,3,1,67,25,138,51,132,49,180,67
520101060000,BURNT HILLS-BALLSTON LAKE CENTRAL SCHOOL DISTRICT,2016,250,8,108,4,9,0,2,0,36,1,48,2,52,2,2879,94,56,2,413,13,1481,48,1592,52,387,13
520101060001,FRANCIS L STEVENS ELEMENTARY SCHOOL,2016,46,12,16,4,5,1,1,0,4,1,8,2,8,2,369,92,10,3,53,13,194,49,206,52,71,18
520101060002,CHARLTON HEIGHTS ELEMENTARY SCHOOL,2016,21,5,7,2,2,0,0,0,5,1,5,1,6,1,418,94,10,2,60,14,215,48,229,52,34,8
520101060004,PASHLEY ELEMENTARY SCHOOL,2016,44,11,21,5,1,0,0,0,7,2,8,2,2,0,387,92,15,4,56,13,213,51,206,49,71,17
520101060005,RICHARD H O'ROURKE MIDDLE SCHOOL,2016,68,9,26,3,1,0,0,0,11,1,15,2,17,2,716,93,10,1,105,14,379,49,390,51,98,13
520101060006,BURNT HILLS-BALLSTON LAKE SENIOR HIGH SCHOOL,2016,71,7,38,4,0,0,1,0,9,1,12,1,19,2,989,95,11,1,139,13,480,46,561,54,113,11
520302060000,SHENENDEHOWA CENTRAL SCHOOL DISTRICT,2016,1130,12,187,2,132,1,14,0,237,2,537,5,919,9,7725,79,357,4,953,10,4756,49,5033,51,1506,15
520302060001,SHENENDEHOWA HIGH SCHOOL,2016,322,10,61,2,13,0,9,0,92,3,156,5,221,7,2680,84,50,2,334,10,1544,48,1664,52,447,14
520302060002,SKANO ELEMENTARY SCHOOL,2016,56,11,2,0,15,3,0,0,5,1,28,6,51,10,394,77,31,6,32,6,231,45,278,55,64,13
520302060003,ARONGEN ELEMENTARY SCHOOL,2016,109,17,12,2,30,5,2,0,12,2,62,10,92,14,445,69,35,5,59,9,297,46,351,54,148,23
520302060004,OKTE ELEMENTARY SCHOOL,2016,70,14,16,3,10,2,0,0,15,3,45,9,53,10,368,71,37,7,55,11,256,49,262,51,97,19
520302060005,TESAGO ELEMENTARY SCHOOL,2016,24,6,8,2,12,3,0,0,10,2,21,5,106,25,279,65,15,3,41,10,211,49,220,51,35,8
520302060006,ORENDA ELEMENTARY SCHOOL,2016,81,14,9,2,8,1,0,0,9,2,32,6,38,7,463,81,31,5,44,8,264,46,309,54,100,17
520302060007,KARIGON ELEMENTARY SCHOOL,2016,20,5,4,1,3,1,0,0,7,2,18,4,42,10,334,78,26,6,30,7,203,48,224,52,26,6
520302060008,KODA MIDDLE SCHOOL,2016,128,16,24,3,7,1,0,0,21,3,43,5,82,10,635,78,29,4,83,10,408,50,402,50,163,20
520302060009,GOWANA MIDDLE SCHOOL,2016,81,10,13,2,1,0,3,0,14,2,24,3,40,5,713,87,24,3,102,12,417,51,401,49,107,13
520302060010,CHANGO ELEMENTARY SCHOOL,2016,51,10,10,2,9,2,0,0,10,2,17,3,33,7,425,84,21,4,31,6,260,51,246,49,69,14
520302060011,ACADIA MIDDLE SCHOOL,2016,83,10,16,2,11,1,0,0,21,3,50,6,100,13,594,75,32,4,88,11,401,50,396,50,116,15
520302060013,SHATEKON ELEMENTARY SCHOOL,2016,105,19,12,2,13,2,0,0,21,4,41,8,61,11,395,73,26,5,54,10,264,49,280,51,134,25
520401040000,CORINTH CENTRAL SCHOOL DISTRICT,2016,489,41,78,6,0,0,1,0,7,1,18,1,8,1,1149,95,21,2,139,12,597,50,607,50,618,51
520401040007,CORINTH HIGH SCHOOL,2016,138,37,29,8,0,0,0,0,2,1,4,1,5,1,359,95,6,2,47,13,176,47,200,53,187,50
520401040008,CORINTH MIDDLE SCHOOL,2016,99,39,16,6,0,0,1,0,4,2,2,1,1,0,243,96,2,1,21,8,131,52,122,48,124,49
520401040009,CORINTH ELEMENTARY SCHOOL,2016,252,44,33,6,0,0,0,0,1,0,12,2,2,0,547,95,13,2,71,12,290,50,285,50,307,53
520601080000,EDINBURG COMMON SCHOOL DISTRICT,2016,41,59,2,3,0,0,0,0,0,0,1,1,1,1,67,97,0,0,7,10,24,35,45,65,43,62
520601080001,EDINBURG COMMON SCHOOL,2016,41,59,2,3,0,0,0,0,0,0,1,1,1,1,67,97,0,0,7,10,24,35,45,65,43,62
520701040000,GALWAY CENTRAL SCHOOL DISTRICT,2016,211,26,36,4,4,0,0,0,7,1,8,1,1,0,806,97,5,1,105,13,403,49,424,51,278,34
520701040001,JOSEPH HENRY ELEMENTARY SCHOOL,2016,116,27,15,4,3,1,0,0,3,1,4,1,1,0,413,97,3,1,49,12,206,49,218,51,153,36
520701040002,GALWAY JUNIOR/SENIOR HIGH SCHOOL,2016,95,24,21,5,1,0,0,0,4,1,4,1,0,0,393,98,2,0,56,14,197,49,206,51,125,31
521200050000,MECHANICVILLE CITY SCHOOL DISTRICT,2016,483,36,45,3,7,1,0,0,14,1,40,3,18,1,1248,92,36,3,176,13,631,47,725,53,558,41
521200050001,MECHANICVILLE ELEMENTARY SCHOOL,2016,246,37,16,2,4,1,0,0,4,1,17,3,10,2,606,92,25,4,87,13,300,45,362,55,275,42
521200050003,MECHANICVILLE JUNIOR/SENIOR HIGH SCHOOL,2016,237,34,29,4,3,0,0,0,10,1,23,3,8,1,642,93,11,2,89,13,331,48,363,52,283,41
521301060000,BALLSTON SPA CENTRAL SCHOOL DISTRICT,2016,1154,28,121,3,21,1,0,0,69,2,72,2,59,1,3893,94,36,1,610,15,1986,48,2143,52,1346,33
521301060001,BALLSTON SPA SENIOR HIGH SCHOOL,2016,305,24,37,3,8,1,0,0,26,2,19,1,19,1,1220,95,3,0,187,15,615,48,672,52,362,28
521301060002,MALTA AVENUE ELEMENTARY SCHOOL,2016,80,21,7,2,9,2,0,0,5,1,10,3,10,3,345,92,7,2,23,6,188,50,189,50,94,25
521301060003,GORDON CREEK ELEMENTARY SCHOOL,2016,122,25,9,2,0,0,0,0,7,1,8,2,3,1,472,95,6,1,81,16,238,48,258,52,144,29
521301060005,BALLSTON SPA MIDDLE SCHOOL,2016,275,29,32,3,4,0,0,0,21,2,13,1,17,2,893,94,3,0,150,16,439,46,508,54,320,34
521301060006,WOOD ROAD ELEMENTARY SCHOOL,2016,233,41,19,3,0,0,0,0,4,1,16,3,4,1,539,94,9,2,113,20,280,49,292,51,260,45
521301060008,MILTON TERRACE NORTH ELEMENTARY SCHOOL,2016,139,31,17,4,0,0,0,0,6,1,6,1,6,1,424,94,8,2,56,12,226,50,224,50,166,37
521401040000,SOUTH GLENS FALLS CENTRAL SCHOOL DISTRICT,2016,823,26,165,5,7,0,0,0,29,1,71,2,23,1,2981,94,55,2,392,12,1537,49,1622,51,1124,36
521401040002,OLIVER W WINCH MIDDLE SCHOOL,2016,205,28,39,5,0,0,0,0,8,1,14,2,8,1,689,94,14,2,101,14,361,49,372,51,261,36
521401040003,HARRISON AVENUE ELEMENTARY SCHOOL,2016,148,44,21,6,1,0,0,0,5,1,9,3,3,1,309,92,10,3,45,13,163,49,173,51,189,56
521401040007,SOUTH GLENS FALLS SENIOR HIGH SCHOOL,2016,205,21,53,5,3,0,0,0,11,1,16,2,6,1,958,96,5,1,126,13,489,49,507,51,301,30
521401040008,MOREAU ELEMENTARY SCHOOL,2016,82,31,14,5,3,1,0,0,3,1,8,3,1,0,247,93,7,3,34,13,122,46,144,54,113,42
521401040009,BALLARD ELEMENTARY SCHOOL,2016,81,20,17,4,0,0,0,0,0,0,15,4,2,1,372,93,9,2,33,8,195,49,203,51,115,29
521401040010,TANGLEWOOD ELEMENTARY SCHOOL,2016,102,24,21,5,0,0,0,0,2,0,9,2,3,1,406,94,10,2,53,12,207,48,223,52,145,34
521701040000,SCHUYLERVILLE CENTRAL SCHOOL DISTRICT,2016,362,22,66,4,12,1,2,0,24,1,38,2,15,1,1558,95,8,0,157,10,816,50,829,50,429,26
521701040002,SCHUYLERVILLE HIGH SCHOOL,2016,113,20,28,5,0,0,0,0,15,3,11,2,5,1,543,95,0,0,54,9,288,50,286,50,141,25
521701040003,SCHUYLERVILLE ELEMENTARY SCHOOL,2016,178,25,21,3,12,2,2,0,5,1,16,2,6,1,673,95,5,1,68,10,351,50,356,50,199,28
521701040005,SCHUYLERVILLE MIDDLE SCHOOL,2016,71,20,17,5,0,0,0,0,4,1,11,3,4,1,342,94,3,1,35,10,177,49,187,51,89,24
521800010000,SARATOGA SPRINGS CITY SCHOOL DISTRICT,2016,1132,18,180,3,76,1,5,0,116,2,201,3,123,2,5749,90,167,3,651,10,3173,50,3188,50,1415,22
521800010006,DOROTHY NOLAN ELEMENTARY SCHOOL,2016,162,22,20,3,0,0,1,0,4,1,19,3,12,2,679,92,25,3,68,9,373,50,367,50,187,25
521800010007,GREENFIELD ELEMENTARY SCHOOL,2016,108,29,13,3,0,0,0,0,2,1,9,2,1,0,352,93,13,3,40,11,199,53,178,47,137,36
521800010008,CAROLINE STREET ELEMENTARY SCHOOL,2016,62,17,6,2,0,0,0,0,16,4,13,3,9,2,307,83,27,7,31,8,194,52,178,48,73,20
521800010009,DIVISION STREET ELEMENTARY SCHOOL,2016,59,16,12,3,46,12,0,0,7,2,26,7,26,7,300,81,12,3,23,6,177,48,194,52,72,19
521800010010,SARATOGA SPRINGS HIGH SCHOOL,2016,345,16,61,3,18,1,2,0,53,2,52,2,35,2,1998,92,28,1,220,10,1080,50,1088,50,451,21
521800010012,LAKE AVENUE ELEMENTARY SCHOOL,2016,61,15,5,1,0,0,0,0,5,1,19,5,6,1,362,89,17,4,48,12,198,48,211,52,74,18
521800010014,GEYSER ROAD ELEMENTARY SCHOOL,2016,100,25,9,2,1,0,0,0,2,1,23,6,3,1,357,89,14,4,73,18,209,52,190,48,110,28
521800010015,MAPLE AVENUE MIDDLE SCHOOL,2016,235,15,54,4,11,1,2,0,27,2,40,3,31,2,1394,91,31,2,148,10,743,49,782,51,311,20
522001040000,STILLWATER CENTRAL SCHOOL DISTRICT,2016,280,25,33,3,4,0,0,0,19,2,26,2,13,1,1048,95,2,0,133,12,559,50,549,50,334,30
522001040002,STILLWATER ELEMENTARY SCHOOL,2016,141,29,16,3,2,0,0,0,5,1,14,3,4,1,459,95,2,0,54,11,239,49,245,51,170,35
522001040003,STILLWATER MIDDLE SCHOOL HIGH SCHOOL,2016,139,22,17,3,2,0,0,0,14,2,12,2,9,1,589,94,0,0,79,13,320,51,304,49,164,26
522101030000,WATERFORD-HALFMOON UNION FREE SCHOOL DISTRICT,2016,295,37,32,4,6,1,0,0,8,1,12,2,11,1,744,93,22,3,103,13,388,49,409,51,328,41
522101030004,WATERFORD-HALFMOON JUNIOR-SENIOR HIGH SCHOOL,2016,131,35,18,5,0,0,0,0,5,1,8,2,6,2,350,93,7,2,39,10,172,46,204,54,150,40
522101030005,WATERFORD-HALFMOON ELEMENTARY SCHOOL,2016,164,39,14,3,6,1,0,0,3,1,4,1,5,1,394,94,15,4,64,15,216,51,205,49,178,42
530101040000,DUANESBURG CENTRAL SCHOOL DISTRICT,2016,143,20,35,5,0,0,2,0,9,1,25,3,6,1,680,93,11,2,71,10,347,47,386,53,203,28
530101040001,DUANESBURG HIGH SCHOOL,2016,63,18,25,7,0,0,0,0,5,1,8,2,4,1,338,94,5,1,33,9,169,47,191,53,97,27
530101040002,DUANESBURG ELEMENTARY SCHOOL,2016,80,21,10,3,0,0,2,1,4,1,17,5,2,1,342,92,6,2,38,10,178,48,195,52,106,28
530202060000,SCOTIA-GLENVILLE CENTRAL SCHOOL DISTRICT,2016,549,22,127,5,9,0,5,0,86,3,58,2,52,2,2274,92,7,0,358,14,1182,48,1300,52,724,29
530202060001,GLEN-WORDEN ELEMENTARY SCHOOL,2016,42,18,10,4,0,0,0,0,3,1,4,2,9,4,218,93,0,0,39,17,114,49,120,51,53,23
530202060002,GLENDAAL SCHOOL,2016,29,12,4,2,0,0,0,0,11,5,2,1,1,0,223,94,1,0,15,6,103,43,135,57,33,14
530202060003,LINCOLN SCHOOL,2016,76,28,19,7,0,0,1,0,9,3,11,4,0,0,245,92,1,0,39,15,114,43,153,57,103,39
530202060005,SACANDAGA SCHOOL,2016,89,26,21,6,8,2,1,0,8,2,7,2,10,3,309,92,2,1,27,8,157,47,180,53,122,36
530202060006,SCOTIA-GLENVILLE SENIOR HIGH SCHOOL,2016,162,20,37,5,1,0,1,0,35,4,17,2,24,3,714,90,2,0,122,15,404,51,389,49,212,27
530202060007,SCOTIA-GLENVILLE MIDDLE SCHOOL,2016,151,25,36,6,0,0,2,0,20,3,17,3,8,1,565,92,1,0,116,19,290,47,323,53,201,33
530301060000,NISKAYUNA CENTRAL SCHOOL DISTRICT,2016,409,10,63,2,89,2,3,0,150,4,115,3,659,16,3060,75,117,3,422,10,2057,50,2047,50,502,12
530301060001,BIRCHWOOD ELEMENTARY SCHOOL,2016,25,9,1,0,7,2,0,0,9,3,8,3,63,22,193,66,20,7,38,13,154,53,139,47,30,10
530301060002,CRAIG ELEMENTARY SCHOOL,2016,41,10,9,2,18,5,0,0,13,3,17,4,92,23,271,68,7,2,32,8,180,45,220,55,50,13
530301060003,GLENCLIFF SCHOOL,2016,39,12,10,3,22,7,0,0,7,2,17,5,57,17,250,74,6,2,37,11,171,51,166,49,54,16
530301060004,HILLSIDE SCHOOL,2016,44,12,4,1,8,2,0,0,17,5,7,2,26,7,296,79,27,7,36,10,186,50,187,50,48,13
530301060005,ROSENDALE SCHOOL,2016,22,7,5,2,19,6,1,0,8,2,11,3,59,18,238,72,14,4,46,14,165,50,166,50,29,9
530301060006,VAN ANTWERP MIDDLE SCHOOL,2016,49,12,5,1,4,1,0,0,21,5,13,3,60,15,301,74,12,3,50,12,191,47,216,53,56,14
530301060007,NISKAYUNA HIGH SCHOOL,2016,142,10,20,1,8,1,2,0,52,4,30,2,215,15,1074,77,18,1,133,10,731,53,660,47,174,13
530301060008,IROQUOIS MIDDLE SCHOOL,2016,47,8,9,2,3,1,0,0,23,4,12,2,87,15,437,76,13,2,50,9,279,49,293,51,61,11
530501060000,SCHALMONT CENTRAL SCHOOL DISTRICT,2016,408,22,58,3,4,0,3,0,29,2,77,4,37,2,1607,89,61,3,229,13,876,48,938,52,508,28
530501060003,JEFFERSON ELEMENTARY SCHOOL,2016,166,27,21,3,3,0,2,0,9,1,35,6,17,3,537,86,23,4,60,10,297,48,326,52,198,32
530501060004,SCHALMONT MIDDLE SCHOOL,2016,121,21,12,2,0,0,0,0,7,1,23,4,10,2,521,90,21,4,82,14,272,47,310,53,147,25
530501060006,SCHALMONT HIGH SCHOOL,2016,121,20,25,4,1,0,1,0,13,2,19,3,10,2,549,90,17,3,87,14,307,50,302,50,163,27
530515060000,ROTTERDAM-MOHONASEN CENTRAL SCHOOL DISTRICT,2016,849,30,165,6,29,1,15,1,86,3,149,5,60,2,2400,86,88,3,383,14,1395,50,1403,50,1135,41
530515060001,HERMAN L BRADT ELEMENTARY SCHOOL,2016,207,34,20,3,12,2,3,0,9,1,39,6,6,1,528,86,27,4,101,17,306,50,306,50,251,41
530515060003,DRAPER MIDDLE SCHOOL,2016,198,31,36,6,6,1,5,1,26,4,36,6,17,3,533,85,13,2,86,14,322,51,308,49,256,41
530515060004,MOHONASEN SENIOR HIGH SCHOOL,2016,243,26,66,7,6,1,6,1,32,3,33,3,27,3,819,86,31,3,99,10,467,49,481,51,351,37
530515060005,PINEWOOD ELEMENTARY SCHOOL,2016,201,33,43,7,5,1,1,0,19,3,41,7,10,2,520,86,17,3,97,16,300,49,308,51,277,46
530600010000,SCHENECTADY CITY SCHOOL DISTRICT,2016,6875,74,344,4,344,4,8,0,3055,33,1771,19,1556,17,2478,27,459,5,1689,18,4520,48,4807,52,7394,79
530600010003,ELMER AVENUE SCHOOL,2016,335,82,13,3,1,0,0,0,148,36,78,19,38,9,103,25,40,10,79,19,207,51,200,49,348,86
530600010006,FULTON EARLY CHILDHOOD CENTER,2016,139,81,3,2,0,0,0,0,59,35,42,25,12,7,37,22,21,12,45,26,70,41,101,59,142,83
530600010008,MARTIN LUTHER KING SCHOOL,2016,492,85,26,4,19,3,1,0,241,41,89,15,138,24,83,14,29,5,68,12,306,53,275,47,518,89
530600010009,HAMILTON ELEMENTARY SCHOOL,2016,369,82,13,3,25,6,1,0,154,34,101,22,79,18,77,17,37,8,72,16,219,49,230,51,382,85
530600010010,HOWE EARLY CHILDHOOD EDUCATIONAL CENTER,2016,140,69,10,5,4,2,0,0,61,30,53,26,15,7,54,26,21,10,52,25,100,49,104,51,150,74
530600010011,LINCOLN SCHOOL,2016,254,85,5,2,61,20,0,0,101,34,81,27,58,19,45,15,15,5,46,15,135,45,165,55,259,86
530600010013,PAIGE SCHOOL,2016,275,58,20,4,41,9,0,0,79,17,77,16,66,14,229,49,21,4,81,17,233,49,239,51,295,63
530600010014,PLEASANT VALLEY SCHOOL,2016,404,82,24,5,25,5,0,0,158,32,98,20,137,28,62,13,38,8,70,14,230,47,263,53,428,87
530600010017,YATES SCHOOL,2016,293,84,7,2,24,7,0,0,116,33,105,30,15,4,75,21,38,11,74,21,151,43,198,57,300,86
530600010018,JESSIE T ZOLLER SCHOOL,2016,333,72,16,3,1,0,0,0,116,25,84,18,49,11,192,41,23,5,94,20,224,48,240,52,349,75
530600010024,MONT PLEASANT MIDDLE SCHOOL,2016,546,76,36,5,32,4,0,0,269,38,141,20,106,15,189,26,11,2,184,26,340,47,376,53,603,84
530600010025,SCHENECTADY HIGH SCHOOL,2016,1734,64,103,4,84,3,4,0,952,35,417,15,536,20,754,28,31,1,490,18,1322,49,1372,51,1991,74
