ENTITY_CD,ENTITY_NAME,YEAR,ATTENDANCE_RATE,NUM_SUSPENSIONS,PER_SUSPENSIONS
331800010233,PS 233 LANGSTON HUGHES,2013,93,6,1
331800010235,PS 235 LENOX SCHOOL,2013,95,6,0
331800010244,PS 244 RICHARD R GREEN,2013,93,3,0
331800010268,PS 268 EMMA LAZARUS,2013,92,4,1
331800010272,PS 272 CURTIS ESTABROOK,2013,91,5,1
331800010276,PS 276 LOUIS MARSHALL,2013,94,3,0
331800010279,PS 279 HERMAN SCHREIBER,2013,93,5,1
320700010343,ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY,2014,91,8,3
320700010359,CONCOURSE VILLAGE ELEMENTARY SCHOOL,2014,90,0,0
320700010369,YOUNG LEADERS ELEMENTARY SCHOOL,2014,91,2,1
320700010385,PERFORMANCE SCHOOL,2014,91,1,0
331800010285,IS 285 MEYER LEVIN,2013,93,23,2
331800010366,SCIENCE AND MEDICINE MIDDLE SCHOOL (THE),2013,96,10,3
331800010581,EAST FLATBUSH COMMUNITY RESEARCH SCHOOL,2013,92,2,1
331800010588,MIDDLE SCHOOL FOR ART AND PHILOSPHY,2013,92,6,2
331800010598,MIDDLE SCHOOL OF MARKETING AND LEGAL STUDIES,2013,93,19,6
331800011563,IT TAKES A VILLAGE ACADEMY,2013,90,5,1
331800011566,BROOKLYN GENERATION SCHOOL,2013,83,7,2
331800011567,BROOKLYN THEATRE ARTS HIGH SCHOOL,2013,86,10,3
331800011569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,2013,87,2,1
331800011576,VICTORY COLLEGIATE HIGH SCHOOL,2013,89,5,2
331800011578,BROOKLYN BRIDGE ACADEMY,2013,66,0,0
320700011221,SOUTH BRONX PREPARATORY - A COLLEGE BOARD SCHOOL,2014,90,0,0
320700011259,"HERO (HEALTH, EDUCATION AND RESEARCH OCCUPATIONS) HIGH SCHOOL",2014,86,1,1
320700011321,CROTONA ACADEMY HIGH SCHOOL,2014,53,1,1
320700011334,INTERNATIONAL COMMUNITY HIGH SCHOOL,2014,83,15,4
320700011379,JILL CHAIFETZ TRANSFER HIGH SCHOOL,2014,68,0,0
320700011381,BRONX HAVEN HIGH SCHOOL,2014,61,0,0
320700011427,COMMUNITY SCHOOL FOR SOCIAL JUSTICE,2014,80,21,6
320700011473,MOTT HAVEN VILLAGE PREP HIGH SCHOOL,2014,84,13,4
320700011495,UNIVERSITY HEIGHTS SECONDARY SCHOOL-BRONX COMMUNITY COLLEGE,2014,92,1,0
320700011500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,2014,92,6,1
320700011520,FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES,2014,76,3,2
331800011589,ARTS AND MEDIA PREPARATORY ACADEMY,2013,84,6,2
331800011617,HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDIA,2013,83,16,5
331800011629,CULTURAL ACADEMY FOR THE ARTS AND SCIENCES,2013,84,6,2
331800011633,HIGH SCHOOL FOR MEDICAL PROFESSIONS,2013,93,8,2
331800011635,OLYMPUS ACADEMY,2013,61,0,0
331800011637,ACADEMY FOR CONSERVATION AND THE ENVIRONMENT,2013,82,11,4
331800011642,URBAN ACTION ACADEMY,2013,84,12,4
331800011673,EAST BROOKLYN COMMUNITY HIGH SCHOOL,2013,67,5,3
331800860702,EXPLORE EXCEL CHARTER SCHOOL,2013,95,44,14
331800860908,KINGS COLLEGIATE CHARTER SCHOOL,2013,98,124,34
331800860916,BROOKLYN ASCEND CHARTER SCHOOL,2013,96,36,5
320700011522,BRONX DESIGN AND CONSTRUCTION ACADEMY,2014,82,4,1
320700011527,BRONX LEADERSHIP ACADEMY II HIGH SCHOOL,2014,84,7,1
320700011547,NEW EXPLORERS HIGH SCHOOL,2014,80,28,6
320700011548,URBAN ASSEMBLY SCHOOL FOR CAREERS IN SPORTS,2014,83,28,5
320700011551,URBAN ASSEMBLY BRONX ACADEMY OF LETTERS (THE),2014,87,13,2
320700011557,MOTT HAVEN COMMUNITY HIGH SCHOOL,2014,67,5,2
320700011600,ALFRED E SMITH CAREER AND TECHNICAL HIGH SCHOOL,2014,81,23,6
320700011655,SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2014,61,1,0
320700011670,HEALTH OPPORTUNITIES HIGH SCHOOL,2014,80,34,6
320700860703,HEKETI COMMUNITY CHARTER SCHOOL,2014,92,6,4
320700860820,KIPP ACADEMY CHARTER SCHOOL,2014,96,76,8
331800860983,NEW HOPE ACADEMY CHARTER SCHOOL,2013,95,6,2
331800860988,CULTURAL ARTS ACADEMY CHARTER SCHOOL AT SPRING CREEK,2013,96,1,0
331800861033,CANARSIE ASCEND CHARTER SCHOOL,2013,0,0,0
331800861057,NEW AMERICAN ACADEMY CHARTER SCHOOL (THE),2013,0,4,0
331900010000,NEW YORK CITY GEOGRAPHIC DISTRICT #19,2013,0,456,2
331900010007,PS 7 ABRAHAM LINCOLN,2013,92,2,0
331900010013,PS 13 ROBERTO CLEMENTE,2013,90,1,0
331900010065,PS 65,2013,94,0,0
331900010089,PS 89 CYPRESS HILLS,2013,95,7,2
331900010108,PS 108 SAL ABBRACCIAMENTO,2013,92,2,0
331900010149,PS 149 DANNY KAYE,2013,91,3,0
331900010158,PS 158 WARWICK,2013,89,4,1
320700860852,BRONX CHARTER SCHOOL FOR CHILDREN,2014,86,50,12
320700860889,SOUTH BRONX CHARTER SCHOOL-INTER CULTURES AND ARTS,2014,93,0,0
320700860915,BRONX GLOBAL LEARNING INSTITUTE FOR GIRLS CHARTER SCHOOL,2014,95,8,2
320700860920,UNIVERSITY PREP CHARTER HIGH SCHOOL,2014,95,32,9
320700860925,MOTT HAVEN ACADEMY CHARTER SCHOOL,2014,95,16,6
320700860926,"NYC CHARTER HS-ARCHITECTURE, ENGINEERING, CONSTRUCTION INDUSTRIES",2014,88,24,5
320700860957,ACADEMIC LEADERSHIP CHARTER SCHOOL,2014,93,9,3
320700860981,SUCCESS ACADEMY CHARTER SCHOOL-BRONX 1,2014,95,42,9
320700860994,BOYS PREP CHARTER SCHOOL OF NEW YORK,2014,0,0,0
320700861005,NEW YORK CITY MONTESSORI CHARTER SCHOOL,2014,87,4,2
331900010159,PS 159 ISAAC PITKIN,2013,92,8,1
331900010166,JHS 166 GEORGE GERSHWIN,2013,88,32,8
331900010171,IS 171 ABRAHAM LINCOLN,2013,92,11,1
331900010174,PS 174 DUMONT,2013,91,9,2
331900010190,PS 190 SHEFFIELD,2013,89,4,2
331900010202,PS 202 ERNEST S JENKYNS,2013,89,14,2
331900010213,PS 213 NEW LOTS,2013,92,8,2
331900010214,PS 214 MICHAEL FRIEDSAM,2013,92,0,0
331900010218,JHS 218 JAMES P SINNOTT,2013,90,7,1
331900010224,PS 224 HALE A WOODRUFF,2013,94,6,1
331900010260,PS 260 BREUCKELEN,2013,93,2,3
331900010273,PS 273 WORTMAN,2013,93,5,1
331900010290,PS 290 JUAN MOREL CAMPOS,2013,93,2,0
320700861014,BRILLA COLLEGE PREPARATORY CHARTER SCHOOL,2014,97,6,3
320700861018,NEW VISIONS CHARTER HIGH SCHOOL FOR HUMANITIES II,2014,88,53,25
320700861028,FAMILY LIFE ACADEMY CHARTER SCHOOL II,2014,94,0,0
320700861035,SOUTH BRONX CLASSICAL CHARTER SCHOOL II,2014,94,2,2
320700861062,AMERICAN DREAM CHARTER SCHOOL,2014,0,,
320700861070,FAMILY LIFE ACADEMY CHARTER SCHOOL III,2014,0,0,0
320800010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 8,2014,0,429,2
320800010014,PS 14 SENATOR JOHN CALANDRA,2014,93,1,0
320800010036,PS 36 UNIONPORT,2014,92,1,0
320800010048,PS 48 JOSEPH R DRAKE,2014,91,3,0
320800010062,PS 62 INOCENSIO CASANOVA,2014,90,2,0
331900010292,JHS 292 MARGARET S DOUGLAS,2013,91,22,3
331900010302,JHS 302 RAFAEL CORDERO,2013,89,54,6
331900010306,PS 306 ETHAN ALLEN,2013,88,10,2
331900010311,ESSENCE SCHOOL,2013,92,0,0
331900010325,FRESH CREEK SCHOOL (THE),2013,92,0,0
331900010328,PS 328 PHYLLIS WHEATLEY,2013,88,5,1
331900010345,PS 345 PATROLMAN ROBERT BOLDEN,2013,91,1,0
331900010346,PS 346 ABE STARK,2013,94,4,1
331900010364,IS 364 GATEWAY,2013,93,16,4
331900010452,FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL,2013,94,9,3
331900010557,BROOKLYN GARDENS ELEMENTARY SCHOOL,2013,0,0,0
331900010654,VAN SICLEN COMMUNITY MIDDLE SCHOOL,2013,0,0,0
331900010661,VISTA ACADEMY,2013,0,0,0
331900010662,LIBERTY AVENUE MIDDLE SCHOOL,2013,0,0,0
331900010663,SCHOOL OF THE FUTURE BROOKLYN,2013,0,0,0
331900010677,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,2013,92,6,1
331900010678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,2013,92,9,4
331900011404,ACADEMY FOR YOUNG WRITERS,2013,85,16,4
331900011409,EAST NEW YORK FAMILY ACADEMY,2013,93,10,2
331900011422,SPRING CREEK COMMUNITY SCHOOL,2013,92,5,5
331900011502,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,2013,81,24,7
331900011504,HIGH SCHOOL FOR CIVIL RIGHTS,2013,77,12,3
331900011507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2013,74,25,6
331900011510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,2013,78,22,6
331900011583,MULTICULTURAL HIGH SCHOOL,2013,76,7,2
331900011615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2013,88,15,1
331900011618,ACADEMY OF INNOVATIVE TECHNOLOGY,2013,77,4,1
331900011639,BROOKLYN LAB SCHOOL,2013,72,25,7
320800010069,PS 69 JOURNEY PREP SCHOOL,2014,93,2,0
320800010071,PS 71 ROSE E SCALA,2014,93,0,0
320800010072,PS 72 DR WILLIAM DORNEY,2014,90,0,0
320800010075,PS 75 SCHOOL OF RESEARCH AND DISCOVERY,2014,91,1,0
320800010093,PS 93 ALBERT G OLIVER,2014,93,0,0
320800010100,PS 100 ISAAC CLASON,2014,91,1,0
320800010101,MS 101 EDWARD R BYRNE,2014,94,2,0
320800010107,PS 107,2014,90,1,0
320800010119,PS 119,2014,93,0,0
320800010123,JHS 123 JAMES M KIERNAN,2014,88,30,6
320800010125,JHS 125 HENRY HUDSON,2014,90,26,6
320800010130,PS 130 ABRAM STEVENS HEWITT,2014,91,0,0
331900011659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,2013,82,6,1
331900011660,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2013,78,18,4
331900011683,"SCHOOL FOR CLASSICS:  AN ACADEMY OF THINKERS, WRITERS AND PERFORMERS (THE)",2013,84,4,1
331900860880,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL,2013,98,153,21
331900860891,UFT CHARTER SCHOOL,2013,0,0,0
331900860933,ACHIEVEMENT FIRST APOLLO CHARTER SCHOOL,2013,97,22,6
331900860958,BROOKLYN SCHOLARS CHARTER SCHOOL,2013,96,10,2
331900860972,HYDE LEADERSHIP CHARTER SCHOOL OF BROOKLYN,2013,95,39,15
331900860973,IMAGINE ME LEADERSHIP CHARTER SCHOOL,2013,93,0,0
331900860993,ACHIEVEMENT FIRST ASPIRE CHARTER SCHOOL,2013,0,0,0
320800010131,JHS 131 ALBERT EINSTEIN,2014,90,36,5
320800010138,PS 138 SAMUEL RANDALL,2014,89,2,0
320800010140,PS 140 THE EAGLE SCHOOL,2014,89,2,0
320800010146,PS 146 EDWARD COLLINS,2014,90,0,0
320800010152,PS 152 EVERGREEN,2014,90,0,0
320800010182,PS 182,2014,92,0,0
320800010301,MS 301 PAUL L DUNBAR,2014,86,17,8
320800010302,MS 302 LUISA DESSUS CRUZ,2014,87,30,5
320800010304,PS 304 EARLY CHILDHOOD SCHOOL,2014,94,0,0
320800010312,MILLENIUM ART ACADEMY,2014,86,14,3
320800010333,PS 333 THE MUSEUM SCHOOL,2014,90,5,1
320800010335,ACADEMY OF THE ARTS (THE),2014,90,0,0
320800010337,SCHOOL FOR INQUIRY AND SOCIAL JUSTICE (THE),2014,92,11,3
331900860997,INVICTUS PREPARATORY CHARTER SCHOOL,2013,96,89,49
332000010000,NEW YORK CITY GEOGRAPHIC DISTRICT #20,2013,0,143,0
332000010030,PS/IS 30 MARY WHITE OVINGTON,2013,96,0,0
332000010048,PS 48 MAPLETON,2013,96,1,0
332000010062,JHS 62 DITMAS,2013,95,14,1
332000010069,PS 69 VINCENT D GRIPPO SCHOOL,2013,98,0,0
332000010102,PS 102 THE BAYVIEW,2013,95,4,0
332000010104,PS/IS 104 THE FORT HAMILTON SCHOOL,2013,96,4,0
332000010105,PS 105 THE BLYTHEBOURNE,2013,98,2,0
332000010112,PS 112 LEFFERTS PARK,2013,96,0,0
332000010127,PS 127 MCKINLEY PARK,2013,94,0,0
332000010160,PS 160 WILLIAM T SAMPSON,2013,97,0,0
320800010366,URBAN ASSEMBLY FOR CIVIC ENGAGEMENT,2014,90,9,6
320800010371,URBAN INSTITUTE OF MATHEMATICS,2014,92,5,2
320800010375,BRONX MATHEMATICS PREPARATORY SCHOOL (THE),2014,89,14,5
320800010392,BRONX DELTA SCHOOL,2014,0,0,0
320800010424,HUNTS POINT SCHOOL (THE),2014,90,15,4
320800010448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,2014,89,3,1
320800010467,MOTT HALL COMMUNITY SCHOOL,2014,91,13,5
320800010562,BLUEPRINT MIDDLE SCHOOL,2014,92,6,3
320800011269,BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS,2014,88,5,1
320800011282,WOMEN'S ACADEMY OF EXCELLENCE,2014,79,15,4
320800011293,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TECHNOLOGY,2014,81,8,2
332000010163,PS 163 BATH BEACH,2013,96,0,0
332000010164,PS 164 CAESAR RODNEY,2013,96,0,0
332000010170,RALPH A FABRIZIO SCHOOL,2013,96,1,0
332000010176,PS 176 OVINGTON,2013,97,0,0
332000010179,PS 179 KENSINGTON,2013,94,1,0
332000010180,SEEALL ACADEMY (THE),2013,96,5,0
332000010185,PS 185 WALTER KASSENBROCK,2013,95,0,0
332000010186,PS 186 DR IRVING A GLADSTONE,2013,96,3,0
332000010187,IS 187 THE CHRISTA MCAULIFFE SCHOOL,2013,98,2,0
332000010192,PS 192 MAGNET SCHOOL FOR MATH AND SCIENCE INQUIRY,2013,94,2,0
332000010200,PS 200 BENSON SCHOOL,2013,95,3,0
332000010201,JHS 201 THE DYKER HEIGHTS,2013,96,8,1
332000010204,PS 204 VINCE LOMBARDI,2013,96,0,0
320800011295,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECHNOLOGY,2014,78,8,5
320800011305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD STUDIES,2014,82,10,3
320800011320,PELHAM LAB HIGH SCHOOL,2014,90,1,1
320800011332,HOLCOMBE L RUCKER SCHOOL OF COMMUNITY RESEARCH,2014,84,7,3
320800011348,SCHUYLERVILLE PREPARATORY HIGH SCHOOL,2014,90,1,1
320800011349,BRONX RIVER HIGH SCHOOL,2014,86,1,1
320800011367,"ARCHIMEDES ACADEMY FOR MATH, SCIENCE AND TECHNOLOGY APPLICATIONS",2014,89,13,2
320800011376,ANTONIA PANTOJA PREPARATORY ACADEMY,2014,87,12,3
320800011377,BRONX COMMUNITY HIGH SCHOOL,2014,56,16,10
320800011405,HERBERT H LEHMAN HIGH SCHOOL,2014,78,29,1
332000010205,PS 205 CLARION,2013,95,1,0
332000010220,JHS 220 JOHN J PERSHING,2013,95,3,0
332000010223,JHS 223 THE MONTAUK,2013,95,4,0
332000010227,JHS 227 EDWARD B SHALLOW,2013,95,16,1
332000010229,PS 229 DYKER,2013,96,0,0
332000010247,PS 247,2013,95,0,0
332000010259,JHS 259 WILLIAM MCKINLEY,2013,95,6,0
332000010264,PS 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ARTS,2013,95,0,0
332000010310,SCHOOL FOR FUTURE LEADERS (THE),2013,98,1,0
332000010503,PS 503 THE SCHOOL OF DISCOVERY,2013,95,1,0
332000010506,PS 506 THE SCHOOL OF JOURNALISM AND TECHNOLOGY,2013,95,3,0
332000010682,ACADEMY OF TALENTED SCHOLARS (THE),2013,95,0,0
332000010686,BROOKLYN SCHOOL OF INQUIRY,2013,96,1,0
320800011432,BRONX BRIDGES HIGH SCHOOL,2014,85,0,0
320800011452,BRONX GUILD HIGH SCHOOL,2014,77,1,0
320800011519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY,2014,81,20,6
320800011530,BANANA KELLY HIGH SCHOOL,2014,71,17,5
320800011537,BRONX ARENA HIGH SCHOOL,2014,55,0,0
320800011558,WESTCHESTER SQUARE ACADEMY,2014,86,4,2
320800011559,SCHOOL FOR TOURISM AND HOSPITALITY,2014,86,2,1
320800011561,BRONX COMPASS HIGH SCHOOL,2014,83,4,2
320800011650,JANE ADDAMS HIGH SCHOOL FOR ACADEMIC CAREERS,2014,72,3,1
320800860846,BRONX CHARTER SCHOOL FOR THE ARTS,2014,93,8,3
332000010748,PS 748 BROOKLYN SCHOOL FOR GLOBAL SCHOLARS,2013,95,0,0
332000010971,"SCHOOL OF MATH, SCIENCE AND HEALTHY LIVING",2013,96,0,0
332000011445,NEW UTRECHT HIGH SCHOOL,2013,81,14,0
332000011485,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOLOGY,2013,92,3,0
332000011490,FORT HAMILTON HIGH SCHOOL,2013,90,13,0
332000011505,FRANKLIN DELANO ROOSEVELT HIGH SCHOOL,2013,83,18,1
332000011609,URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE,2013,91,9,2
332100010000,NEW YORK CITY GEOGRAPHIC DISTRICT #21,2013,0,253,1
332100010090,PS 90 EDNA COHEN SCHOOL,2013,90,1,0
332100010095,PS 95 THE GRAVESEND,2013,94,2,0
332100010096,IS 96 SETH LOW,2013,94,17,2
332100010097,PS 97 THE HIGHLAWN,2013,95,2,0
320800860903,HYDE LEADERSHIP CHARTER SCHOOL,2014,94,75,8
320800860940,GIRLS PREPARATORY CHARTER SCHOOL OF THE BRONX,2014,94,1,0
320800861017,NEW VISIONS CHARTER HIGH SCHOOL FOR ADVANCED MATH AND SCIENCE II,2014,94,62,27
320800861030,ICAHN CHARTER SCHOOL 7,2014,96,142,100
320800861044,SUCCESS ACADEMY CHARTER SCHOOL-BRONX 3,2014,95,21,10
320800861074,SUCCESS ACADEMY CHARTER SCHOOL - BRONX 4,2014,0,0,0
320900010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 9,2014,0,430,1
320900010004,PS/MS 4 CROTONA PARK WEST,2014,89,15,3
320900010011,PS 11 HIGHBRIDGE,2014,91,0,0
320900010022,JHS 22 JORDAN L MOTT,2014,85,36,6
320900010028,PS 28 MOUNT HOPE,2014,91,3,0
332100010098,IS 98 BAY ACADEMY,2013,96,1,0
332100010099,PS 99 ISAAC ASIMOV,2013,92,7,1
332100010100,PS 100 THE CONEY ISLAND SCHOOL,2013,94,3,0
332100010101,PS 101 THE VERRAZANO,2013,96,0,0
332100010121,PS 121 NELSON A ROCKEFELLER,2013,94,0,0
332100010128,PS 128 BENSONHURST,2013,96,0,0
332100010153,PS 153 HOMECREST,2013,94,2,0
332100010177,PS 177 THE MARLBORO,2013,95,0,0
332100010188,PS 188 MICHAEL E BERDY,2013,87,5,1
332100010199,PS 199 FREDERICK WACHTEL,2013,94,0,0
332100010209,PS 209 MARGARET MEAD,2013,94,0,0
332100010212,PS 212 LADY DEBORAH MOODY,2013,93,1,0
332100010215,PS 215 MORRIS H WEISS,2013,93,0,0
332100010216,PS 216 ARTURO TOSCANINI,2013,93,0,0
320900010035,PS 35 FRANZ SIEGEL,2014,93,1,0
320900010042,PS 42 CLAREMONT,2014,89,1,0
320900010053,PS 53 BASHEER QUISIM,2014,89,0,0
320900010055,PS 55 BENJAMIN FRANKLIN,2014,91,0,0
320900010058,PS 58,2014,87,0,0
320900010063,PS 63 AUTHOR'S ACADEMY,2014,91,0,0
320900010064,PS 64 PURA BELPRE,2014,90,2,0
320900010070,PS 70 MAX SCHOENFELD,2014,90,5,0
320900010073,PS 73 BRONX,2014,89,0,0
320900010088,PS 88 S SILVERSTEIN LITTLE SPARROW SCHOOL,2014,92,0,0
320900010109,PS 109 SEDGWICK,2014,92,0,0
320900010110,PS 110 THEODORE SCHOENFELD,2014,92,0,0
332100010225,PS 225 THE EILEEN E ZAGLIN,2013,93,3,0
332100010226,PS 226 ALFRED DE B MASON,2013,94,1,0
332100010228,IS 228 DAVID A BOODY,2013,95,11,1
332100010238,PS 238 ANNE SULLIVAN,2013,93,2,0
332100010239,MARK TWAIN IS 239 FOR THE GIFTED AND TALENTED,2013,95,5,0
332100010253,PS 253,2013,94,0,0
332100010281,IS 281 JOSEPH B CAVALLARO,2013,94,11,1
332100010288,PS 288 THE SHIRLEY TANYHILL,2013,86,4,1
332100010303,IS 303 HERBERT S EISENBERG,2013,93,6,1
332100010329,PS 329 SURFSIDE,2013,91,8,2
332100011337,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,2013,88,1,0
332100011344,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,2013,83,10,2
332100011348,HIGH SCHOOL OF SPORTS MANAGEMENT,2013,82,23,7
320900010114,PS 114 LUIS LORENS TORRES SCHOOL,2014,92,3,0
320900010117,IS 117 JOSEPH H WADE,2014,89,10,2
320900010126,PS 126 DR MARJORIE H DUNBAR,2014,90,0,0
320900010128,MOTT HALL III,2014,94,5,1
320900010132,PS 132 GARRETT A MORGAN,2014,89,1,0
320900010145,JHS 145 ARTURO TOSCANINI,2014,88,1,0
320900010163,PS 163 ARTHUR A SCHOMBERG,2014,93,0,0
320900010170,PS 170,2014,92,0,0
320900010199,PS 199 THE SHAKESPEARE SCHOOL,2014,90,0,0
320900010204,PS 204 MORRIS HEIGHTS,2014,94,0,0
320900010215,KAPPA,2014,95,3,1
332100011410,ABRAHAM LINCOLN HIGH SCHOOL,2013,85,18,1
332100011468,KINGSBOROUGH EARLY COLLEGE SCHOOL,2013,92,6,1
332100011525,EDWARD R MURROW HIGH SCHOOL,2013,91,30,1
332100011540,JOHN DEWEY HIGH SCHOOL,2013,88,17,1
332100011559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,2013,83,17,7
332100011572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,2013,86,8,3
332100011620,WILLIAM E GRADY CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2013,79,24,3
332100011690,BROOKLYN STUDIO SECONDARY SCHOOL,2013,88,5,1
332100011728,LIBERATION DIPLOMA PLUS,2013,64,2,1
332100860949,CONEY ISLAND PREPARATORY PUBLIC CHARTER SCHOOL,2013,95,85,24
332200010000,NEW YORK CITY GEOGRAPHIC DISTRICT #22,2013,0,239,1
320900010218,PS/IS 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL,2014,94,0,0
320900010219,IS 219 NEW VENTURE SCHOOL,2014,88,16,4
320900010229,IS 229 ROLAND PATTERSON,2014,90,4,2
320900010230,PS 230 DR ROLAND N PATTERSON,2014,90,0,0
320900010232,IS 232,2014,93,20,4
320900010236,PS 236 LANGSTON HUGHES,2014,93,1,0
320900010274,NEW AMERICAN ACADEMY AT ROBERTO CLEMENTE STATE PARK,2014,87,0,0
320900010294,WALTON AVENUE SCHOOL (THE),2014,90,0,0
320900010303,IS 303 LEADERSHIP & COMM SERVICE,2014,92,1,0
320900010311,LUCERO ELEMENTARY SCHOOL,2014,91,0,0
320900010313,IS 313 SCHOOL OF LEADERSHIP DEVELOPMENT,2014,86,4,1
332200010014,JHS 14 SHELL BANK,2013,90,22,4
332200010052,PS 52 SHEEPSHEAD BAY,2013,93,2,0
332200010078,JHS 78 ROY H MANN,2013,93,16,2
332200010109,PS 109,2013,94,11,2
332200010119,PS 119 AMERSFORT,2013,96,1,0
332200010134,PS 134,2013,95,0,0
332200010139,PS 139 ALEXINE A FENTY,2013,95,9,1
332200010152,SCHOOL OF SCIENCE AND TECHNOLOGY,2013,94,0,0
332200010193,PS 193 GIL HODGES,2013,95,5,1
332200010194,PS 194 RAOUL WALLENBERG,2013,91,1,0
332200010195,PS 195 MANHATTAN BEACH,2013,92,0,0
332200010197,PS 197-THE KINGS HIGHWAY ACADEMY,2013,94,0,0
332200010198,PS 198,2013,93,2,0
332200010203,PS 203 FLOYD BENNETT SCHOOL,2013,95,5,1
320900010323,BRONX WRITING ACADEMY,2014,84,37,7
320900010325,URBAN SCIENCE ACADEMY,2014,90,17,5
320900010327,COMPREHENSIVE MODEL SCHOOL PROJECT MS 327,2014,92,10,2
320900010328,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,2014,90,3,2
320900010339,IS 339,2014,90,20,3
320900010361,HIGHBRIDGE GREEN SCHOOL (THE),2014,94,0,0
320900010443,FAMILY SCHOOL (THE),2014,92,0,0
320900010449,GRANT AVENUE ELEMENTARY SCHOOL,2014,91,1,0
320900010454,SCIENCE AND TECHNOLOGY ACADEMY:  A MOTT HALL SCHOOL,2014,92,5,1
320900010457,SHERIDAN ACADEMY FOR YOUNG LEADERS,2014,90,2,0
320900010555,MOUNT EDEN CHILDREN'S ACADEMY,2014,94,0,0
332200010206,PS 206 JOSEPH F LAMB,2013,96,1,0
332200010207,PS 207 ELIZABETH G LEARY,2013,95,6,1
332200010217,PS 217 COLONEL DAVID MARCUS SCHOOL,2013,95,2,0
332200010222,PS 222 KATHERINE R SNYDER,2013,94,2,0
332200010234,JHS 234 ARTHUR W CUNNINGHAM,2013,95,10,1
332200010236,PS 236 MILL BASIN,2013,94,0,0
332200010240,ANDRIES HUDDE SCHOOL,2013,95,24,3
332200010245,PS 245,2013,95,0,0
332200010251,PS 251 PAERDEGAT,2013,94,4,1
332200010254,PS 254 DAG HAMMARSKJOLD,2013,95,1,0
332200010255,PS 255 BARBARA REING SCHOOL,2013,95,0,0
332200010269,PS 269 NOSTRAND,2013,94,5,1
332200010277,PS 277 GERRITSEN BEACH,2013,95,0,0
320900010568,YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX,2014,94,1,1
320900011227,BRONX COLLELGIATE ACADEMY,2014,80,2,1
320900011231,EAGLE ACADEMY FOR YOUNG MEN,2014,90,17,3
320900011241,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE,2014,90,8,1
320900011250,EXIMIUS COLLEGE PREPARATORY ACADEMY,2014,89,9,2
320900011252,MOTT HALL BRONX HIGH SCHOOL,2014,85,38,10
320900011260,BRONX CENTER FOR SCIENCE AND MATHEMATICS,2014,91,3,1
320900011263,VALIDUS PREPARATORY ACADEMY,2014,82,10,3
320900011276,LEADERSHIP INSTITUTE,2014,73,5,2
320900011297,MORRIS ACADEMY FOR COLLABORATIVE STUDIES,2014,78,10,2
320900011324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING AND LEARNING,2014,89,20,4
332200010278,JHS 278 MARINE PARK,2013,93,22,2
332200010312,PS 312 BERGEN BEACH,2013,94,0,0
332200010315,PS 315,2013,94,4,1
332200010326,PS 326,2013,95,1,0
332200010361,PS 361 EAST FLATBUSH EARLY CHILDHOOD SCHOOL,2013,90,1,0
332200010381,IS 381,2013,95,5,1
